Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.981480e-006;1.168639e+002;114.187716;0.424325;54.326907;1.889791
1;150;3.785903e-006;1.638326e+002;161.159927;0.410631;71.678263;1.684753
2;200;4.559234e-006;2.085417e+002;206.243178;0.434522;90.431752;1.544918
3;250;5.309068e-006;2.561363e+002;254.177767;0.406181;109.327259;1.660292
4;300;6.032029e-006;3.033311e+002;301.826959;0.463983;127.818599;1.488664
5;350;6.795026e-006;3.527889e+002;352.839299;0.426531;148.066331;1.662586
6;400;7.577716e-006;4.047831e+002;404.644425;0.369945;168.898012;1.686517
7;450;8.353541e-006;4.566713e+002;456.856033;0.439533;189.696002;1.557537
8;500;9.133944e-006;5.076222e+002;508.027098;0.423150;211.008108;1.478323
9;550;1.003738e-005;5.606046e+002;561.780957;0.395243;231.995153;1.570505
10;600;1.091578e-005;6.149904e+002;616.195215;0.421394;252.484090;1.535312
11;650;1.186015e-005;6.769673e+002;678.266271;0.476028;275.386747;1.531815
12;700;1.294704e-005;7.378127e+002;739.670943;0.501652;299.168870;1.541133
13;750;1.411569e-005;7.949276e+002;797.049295;0.505783;321.331733;1.708606
14;800;1.533003e-005;8.568337e+002;859.127972;0.476482;343.604002;1.612987
15;850;1.659520e-005;9.259307e+002;929.017180;0.470430;367.146162;1.629972
16;900;1.803001e-005;9.905867e+002;993.603031;0.566309;388.941696;1.633046
