Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.024720e-005;1.525309e+002;152.629212;0.705746;84.879431;11.664103
1;150;1.273652e-005;2.067897e+002;206.992513;0.738046;102.382309;14.728718
2;200;1.522244e-005;2.576579e+002;258.015230;0.645031;117.021406;10.309586
3;250;1.723065e-005;3.075235e+002;307.563754;0.619154;132.103643;12.453177
4;300;1.936692e-005;3.553513e+002;355.356090;0.670959;152.310208;14.263996
5;350;2.167918e-005;4.059186e+002;406.589911;0.656040;168.801911;11.994342
6;400;2.350842e-005;4.566194e+002;456.953556;0.642695;181.328519;14.958239
7;450;2.566396e-005;5.069054e+002;506.101299;0.664965;199.727457;12.352999
8;500;2.773737e-005;5.557880e+002;555.695067;0.666656;212.041149;10.874202
9;550;2.988754e-005;6.078742e+002;607.842703;0.659870;231.565782;12.253084
10;600;3.157018e-005;6.596344e+002;659.671402;0.747304;246.215644;12.531801
11;650;3.405507e-005;7.168496e+002;716.837828;0.718870;263.995136;10.151050
12;700;3.632534e-005;7.714268e+002;772.112547;0.727917;280.992354;11.703049
13;750;3.892390e-005;8.314128e+002;830.711309;0.734006;299.550796;13.733841
14;800;4.144351e-005;8.965509e+002;897.692534;0.870017;322.848444;16.472888
15;850;4.406691e-005;9.635738e+002;964.006390;0.708276;335.159613;11.122812
16;900;4.549820e-005;1.020495e+003;1020.875259;0.792231;355.692066;10.935813
