Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;9.713196e-006;1.190067e+002;118.978197;0.374357;-10.758265;2.797151
1;150;1.222279e-005;1.628597e+002;162.861452;0.355460;62.172187;2.573872
2;200;1.450729e-005;2.044504e+002;204.475431;0.377542;74.601024;3.157977
3;250;1.664664e-005;2.468997e+002;247.025846;0.425768;86.229989;2.767934
4;300;1.879346e-005;2.896580e+002;289.691691;0.398436;98.680239;3.411339
5;350;2.094811e-005;3.306363e+002;330.455869;0.453715;111.223567;2.925924
6;400;2.306385e-005;3.809229e+002;381.058261;0.369829;123.608319;3.078462
7;450;2.506663e-005;4.357856e+002;435.902778;0.387421;138.738614;2.935796
8;500;2.718473e-005;4.933708e+002;493.270669;0.376161;154.133318;2.984613
9;550;2.943511e-005;5.542369e+002;554.109918;0.347255;170.601983;2.878075
10;600;3.141253e-005;6.127247e+002;612.392075;0.411658;185.250107;3.188709
11;650;3.337275e-005;6.690789e+002;669.082457;0.424173;202.653196;3.005727
12;700;3.560152e-005;7.147807e+002;714.907011;0.407548;215.414057;2.775354
13;750;3.782866e-005;7.528947e+002;752.666050;0.412665;225.289685;2.906225
14;800;4.063240e-005;8.012524e+002;801.213114;0.414714;238.732295;2.808673
15;850;4.348767e-005;8.459401e+002;846.016004;0.430744;251.363363;2.848439
16;900;4.741448e-005;8.856209e+002;885.488585;0.396295;262.685236;3.069947
