Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;4.678984e-006;1.991095e+002;201.318369;0.262617;63.099525;1.296870
1;150;5.876009e-006;2.789357e+002;281.808922;0.322447;85.661340;1.033425
2;200;6.957083e-006;3.611479e+002;364.417811;0.331217;107.979428;1.134042
3;250;7.982473e-006;4.453392e+002;449.549003;0.321512;131.781663;1.242521
4;300;8.948099e-006;5.325827e+002;537.384092;0.328020;155.402736;1.172903
5;350;9.922547e-006;6.275089e+002;632.682920;0.335267;180.870799;1.118106
6;400;1.073286e-005;7.353843e+002;741.336423;0.379935;211.935777;1.179788
7;450;1.146088e-005;8.572300e+002;864.067024;0.368844;245.809533;1.144164
8;500;1.208357e-005;9.750918e+002;982.597954;0.404946;280.919563;1.192378
9;550;1.270763e-005;1.057159e+003;1064.972230;0.380969;305.451475;1.090864
10;600;1.332512e-005;1.114476e+003;1122.740301;0.378433;323.825802;1.158025
11;650;1.393218e-005;1.170900e+003;1179.043987;0.507446;338.494426;1.001813
12;700;1.455350e-005;1.228958e+003;1238.146537;0.407323;355.081382;1.092854
13;750;1.521137e-005;1.270565e+003;1279.567462;0.486866;369.078184;0.983653
14;800;1.596118e-005;1.292715e+003;1301.797472;0.443757;376.680474;1.080414
15;850;1.655706e-005;1.326940e+003;1336.495150;0.445496;384.877842;1.087982
16;900;1.740117e-005;1.370055e+003;1380.143275;0.447602;396.862610;1.204642
