Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;4.987873e-006;1.832648e+002;188.933160;0.585204;89.359252;6.867885
1;150;6.201829e-006;2.527511e+002;258.488938;0.600992;113.002058;6.694019
2;200;7.303639e-006;3.204033e+002;325.793775;0.637858;139.019806;6.225625
3;250;8.264554e-006;3.834541e+002;389.476631;0.607926;162.937529;6.090984
4;300;9.299786e-006;4.449057e+002;450.295746;0.617189;185.928349;5.272970
5;350;1.021385e-005;5.065623e+002;512.014095;0.570977;207.300630;6.219146
6;400;1.105839e-005;5.719807e+002;577.380681;0.620610;232.937390;5.684897
7;450;1.195860e-005;6.297106e+002;634.865189;0.665089;256.488459;6.534053
8;500;1.288980e-005;6.886456e+002;694.092996;0.638264;275.269395;5.969062
9;550;1.372059e-005;7.560143e+002;761.264040;0.702759;296.392208;5.402113
10;600;1.456537e-005;8.186926e+002;824.455331;0.667649;321.078118;7.374351
11;650;1.543598e-005;8.762990e+002;882.315963;0.752732;342.004805;6.142903
12;700;1.620973e-005;9.454624e+002;950.983113;0.717285;362.876153;6.173005
13;750;1.709284e-005;1.018648e+003;1024.040485;0.665482;387.946114;6.332200
14;800;1.800231e-005;1.085014e+003;1091.352019;0.685992;409.217486;5.798247
15;850;1.897210e-005;1.149073e+003;1155.018006;0.719641;428.931827;6.675573
16;900;1.996972e-005;1.224054e+003;1229.668765;0.726924;450.992653;5.305486
