Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.868441e-006;3.057489e+002;311.371409;0.408634;89.217159;1.967626
1;150;4.840475e-006;4.154669e+002;421.563497;0.440641;123.867248;2.011980
2;200;5.723000e-006;5.237575e+002;530.324868;0.434717;159.811244;1.965328
3;250;6.524587e-006;6.237990e+002;631.070097;0.466459;192.968779;1.807316
4;300;7.260710e-006;7.293845e+002;737.582164;0.431026;228.440674;1.777581
5;350;7.938888e-006;8.235057e+002;831.869796;0.480426;260.202561;1.918126
6;400;8.655721e-006;9.309733e+002;940.241518;0.529958;292.836006;1.954928
7;450;9.386042e-006;1.039142e+003;1048.287441;0.535920;326.869982;1.756205
8;500;1.006111e-005;1.138322e+003;1148.145536;0.554148;358.215764;1.752797
9;550;1.070072e-005;1.260889e+003;1271.727463;0.513859;393.309826;1.910167
10;600;1.126751e-005;1.366081e+003;1376.597876;0.649593;424.350437;1.777571
11;650;1.181235e-005;1.488310e+003;1499.032171;0.582506;457.297982;1.928956
12;700;1.234653e-005;1.598876e+003;1609.947298;0.567932;488.886723;2.031583
13;750;1.288455e-005;1.729835e+003;1742.082419;0.752868;524.947613;1.783319
14;800;1.338721e-005;1.846920e+003;1858.872640;0.829011;556.064175;1.921668
15;850;1.404591e-005;1.962455e+003;1974.735222;0.708953;590.553808;1.985477
16;900;1.461165e-005;2.080854e+003;2093.612104;0.785549;624.880637;2.239184
