Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;8.605072e-007;1.303289e+002;128.702677;0.943159;60.961129;14.018498
1;150;1.069526e-006;1.705099e+002;170.976654;0.927313;85.393366;13.859318
2;200;1.272206e-006;2.140286e+002;210.814422;0.997912;97.833041;17.119687
3;250;1.455894e-006;2.524608e+002;253.337924;0.983811;111.152998;13.569898
4;300;1.647985e-006;2.966812e+002;293.986142;1.111271;129.814583;15.650473
5;350;1.844293e-006;3.392763e+002;338.814035;1.018378;143.030758;13.957140
6;400;2.051244e-006;3.802222e+002;378.821852;0.844039;155.766500;17.167951
7;450;2.275211e-006;4.259052e+002;425.366179;0.890871;171.788530;14.813561
8;500;2.519351e-006;4.687271e+002;470.034612;0.933074;191.859339;16.070716
9;550;2.780720e-006;5.184618e+002;518.383948;0.975016;205.088069;17.416030
10;600;3.108596e-006;5.669752e+002;568.662195;0.908275;218.649053;15.009043
11;650;3.534263e-006;6.216675e+002;621.985189;1.032831;240.159423;13.700206
12;700;4.064005e-006;6.942665e+002;690.915866;1.015961;259.866692;12.458128
13;750;4.814004e-006;7.602607e+002;759.300538;0.902049;280.814222;16.791943
14;800;5.848852e-006;8.365140e+002;836.020039;0.970846;304.952029;14.185060
15;850;7.142645e-006;9.121757e+002;910.508776;1.128840;331.962528;13.987139
16;900;8.663653e-006;9.956516e+002;992.158833;0.880697;352.198029;11.184623
