Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.178002e-006;1.141264e+002;113.232281;0.751216;-134.570584;8.222873
1;150;2.736457e-006;1.559691e+002;155.611613;0.682240;50.129766;10.663370
2;200;3.271395e-006;2.006781e+002;199.628939;0.856628;70.761807;9.395939
3;250;3.861794e-006;2.466497e+002;246.792703;0.715615;80.063200;5.912770
4;300;4.465604e-006;2.963436e+002;296.193233;0.768319;97.797911;11.251170
5;350;5.122265e-006;3.443854e+002;344.937612;0.795372;105.998623;8.002021
6;400;5.819153e-006;3.999081e+002;400.935891;0.762327;123.407895;12.489353
7;450;6.599457e-006;4.594158e+002;459.437759;0.868103;138.193973;9.462804
8;500;7.416720e-006;5.202411e+002;520.783866;0.721755;153.579311;10.013630
9;550;8.352706e-006;5.930366e+002;592.109924;0.846484;169.874893;8.848766
10;600;9.403188e-006;6.738913e+002;674.225193;0.815642;190.889118;8.257679
11;650;1.047714e-005;7.680039e+002;769.025334;0.807561;213.931503;8.248431
12;700;1.157218e-005;8.759742e+002;875.123519;0.806980;243.859673;8.865610
13;750;1.279371e-005;9.981572e+002;997.331280;1.022935;277.519840;9.116947
14;800;1.398578e-005;1.131320e+003;1131.388078;0.950283;314.726666;9.195539
15;850;1.516048e-005;1.246617e+003;1246.802478;0.904782;346.823785;11.311751
16;900;1.628655e-005;1.331669e+003;1330.964585;0.896694;368.228417;9.637526
