Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.234852e-005;1.245134e+002;124.422658;0.282974;55.644143;3.485104
1;150;1.595057e-005;1.694298e+002;169.292739;0.351661;69.213497;4.440363
2;200;1.908642e-005;2.116503e+002;211.963995;0.343301;81.000279;3.889238
3;250;2.209822e-005;2.569464e+002;256.870056;0.321802;92.863958;3.953203
4;300;2.494464e-005;2.979515e+002;297.891722;0.330249;105.187525;3.321967
5;350;2.795627e-005;3.392578e+002;339.550722;0.331313;116.901495;3.581986
6;400;3.096835e-005;3.778465e+002;377.832350;0.356053;131.075503;3.834416
7;450;3.407963e-005;4.289189e+002;429.053867;0.359664;140.643781;3.476243
8;500;3.730445e-005;4.818692e+002;481.605916;0.329410;154.417331;3.610347
9;550;4.044923e-005;5.357410e+002;535.724144;0.353471;170.290273;3.534430
10;600;4.340975e-005;5.867679e+002;586.676717;0.335211;183.830401;4.201892
11;650;4.682769e-005;6.370800e+002;636.905384;0.360694;195.832065;3.829824
12;700;5.017654e-005;6.802964e+002;680.530028;0.324506;208.523682;3.511782
13;750;5.428113e-005;7.226833e+002;722.532441;0.312550;220.368208;3.496368
14;800;5.898358e-005;7.618829e+002;761.923372;0.391944;232.943213;4.151691
15;850;6.434274e-005;8.027305e+002;802.616484;0.373649;241.746785;3.428827
16;900;7.048355e-005;8.537092e+002;853.634286;0.400221;255.806415;3.334528
