Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.252493e-005;1.238844e+002;123.200186;0.563806;52.046807;4.796514
1;150;1.630967e-005;1.741319e+002;174.127941;0.502910;67.768519;4.123924
2;200;1.960220e-005;2.218083e+002;221.712467;0.572638;80.035942;4.114104
3;250;2.263523e-005;2.698680e+002;269.505993;0.606678;92.631470;4.437758
4;300;2.561835e-005;3.163289e+002;316.181049;0.599229;105.453358;4.301300
5;350;2.870033e-005;3.610013e+002;360.871696;0.597292;118.000061;5.523791
6;400;3.179848e-005;4.092808e+002;408.839671;0.655339;130.897117;4.734277
7;450;3.497739e-005;4.638175e+002;463.570915;0.504580;145.364988;4.354975
8;500;3.828162e-005;5.214493e+002;521.525462;0.598759;159.038007;4.775461
9;550;4.142900e-005;5.806932e+002;581.036566;0.518070;176.627042;4.694895
10;600;4.477926e-005;6.367686e+002;637.397997;0.541304;192.847100;4.938911
11;650;4.798748e-005;6.849316e+002;685.570877;0.659910;206.273172;4.328998
12;700;5.175815e-005;7.320726e+002;731.296569;0.600708;218.410513;6.481486
13;750;5.580654e-005;7.765317e+002;776.264651;0.629829;229.269165;4.897672
14;800;6.014593e-005;8.194927e+002;819.407292;0.617074;241.994442;5.209555
15;850;6.559631e-005;8.688045e+002;868.859169;0.629996;255.550848;5.792582
16;900;7.187772e-005;9.147448e+002;914.926920;0.673848;268.628353;4.550080
