Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.984620e-006;2.074049e+002;211.234640;0.468042;66.703639;1.800277
1;150;5.028432e-006;2.864723e+002;290.933423;0.457308;92.422600;1.725121
2;200;5.922347e-006;3.663309e+002;371.109192;0.492418;118.510640;1.835533
3;250;6.802017e-006;4.458102e+002;450.901600;0.471905;144.832201;1.576058
4;300;7.648625e-006;5.256003e+002;531.444631;0.453072;170.816255;1.616915
5;350;8.513896e-006;6.095663e+002;615.076470;0.553419;197.657158;1.686736
6;400;9.302460e-006;6.941912e+002;700.888260;0.583140;225.195061;1.758160
7;450;1.002767e-005;7.811293e+002;787.840526;0.592069;251.917356;1.553241
8;500;1.072229e-005;8.722847e+002;879.320576;0.560853;280.302467;1.617673
9;550;1.143442e-005;9.664421e+002;974.203226;0.569114;308.376650;1.569449
10;600;1.213232e-005;1.067637e+003;1075.260861;0.609896;338.554887;1.627121
11;650;1.277580e-005;1.170761e+003;1179.140700;0.661337;370.929777;1.932689
12;700;1.340087e-005;1.277845e+003;1286.937500;0.693567;403.145654;1.724073
13;750;1.399159e-005;1.383400e+003;1392.245500;0.719412;436.083734;1.668294
14;800;1.458954e-005;1.479492e+003;1487.837265;0.707172;465.901858;1.460881
15;850;1.520315e-005;1.558457e+003;1567.298402;0.862491;491.123475;1.945166
16;900;1.580354e-005;1.624955e+003;1634.490827;0.719270;511.670301;1.630768
