Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.490319e-006;1.296566e+002;130.223767;0.790812;62.991104;10.296207
1;150;8.237098e-006;1.792124e+002;179.076927;0.707227;81.669161;8.303122
2;200;9.784468e-006;2.255551e+002;226.040297;0.750119;99.264547;13.983462
3;250;1.127724e-005;2.724442e+002;272.349135;0.689376;115.854085;11.327222
4;300;1.273683e-005;3.203374e+002;321.332572;0.861750;133.243489;14.140209
5;350;1.418138e-005;3.713145e+002;370.999366;0.724236;145.983448;12.134893
6;400;1.564225e-005;4.190813e+002;418.708990;0.839591;163.350703;11.188399
7;450;1.703567e-005;4.720702e+002;471.357988;0.738983;180.037520;13.165898
8;500;1.845245e-005;5.238375e+002;524.485429;0.623230;195.436843;12.435330
9;550;1.995300e-005;5.775129e+002;577.445475;0.711342;209.336064;8.800512
10;600;2.135188e-005;6.299894e+002;629.876010;0.759533;229.544921;8.788904
11;650;2.283067e-005;6.848225e+002;684.698892;0.796151;247.410182;9.484825
12;700;2.445274e-005;7.409719e+002;740.713928;0.627611;264.672003;10.424147
13;750;2.573402e-005;8.000847e+002;799.699274;0.820299;281.192814;9.756466
14;800;2.722770e-005;8.621957e+002;862.508817;0.834430;303.391305;11.750213
15;850;2.863349e-005;9.305566e+002;930.387893;0.765943;319.776663;10.206834
16;900;3.058488e-005;9.969171e+002;996.154414;0.793728;341.129538;9.707126
