Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.615892e-005;1.521175e+002;155.573439;0.453642;38.467704;5.175766
1;150;2.016893e-005;1.971559e+002;201.229329;0.563270;62.319458;4.804824
2;200;2.371553e-005;2.452057e+002;250.892954;0.473415;76.125593;4.501691
3;250;2.724493e-005;2.932886e+002;298.877204;0.541866;89.090230;3.413940
4;300;3.091242e-005;3.444363e+002;350.401448;0.514176;103.539343;3.709576
5;350;3.436690e-005;3.926495e+002;398.890588;0.554667;115.538167;4.294798
6;400;3.790349e-005;4.470828e+002;454.378368;0.480908;132.684612;6.977935
7;450;4.176541e-005;5.033690e+002;510.705217;0.569468;147.583090;3.549364
8;500;4.579833e-005;5.666352e+002;573.684389;0.519433;164.539799;4.158796
9;550;4.961162e-005;6.250855e+002;632.503332;0.561485;183.264877;4.670250
10;600;5.372364e-005;6.788775e+002;686.903827;0.525127;197.000188;4.596459
11;650;5.815409e-005;7.310620e+002;739.731121;0.589764;212.581421;4.644434
12;700;6.314910e-005;7.803344e+002;789.534948;0.637753;226.855118;4.821682
13;750;6.929631e-005;8.327086e+002;842.129578;0.548273;239.200533;4.001542
14;800;7.679073e-005;8.883219e+002;898.084745;0.579036;254.721192;4.275618
15;850;8.545190e-005;9.435367e+002;953.657147;0.689074;269.659415;4.354065
16;900;9.151255e-005;1.002840e+003;1013.573186;0.638475;287.123005;4.047490
