Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;8.377648e-006;1.056306e+002;100.915375;0.459243;35.495563;1.639779
1;150;1.062411e-005;1.463989e+002;142.515832;0.384350;46.848503;1.577020
2;200;1.273956e-005;1.891839e+002;185.434066;0.505907;58.154741;1.752650
3;250;1.489492e-005;2.318601e+002;228.468955;0.434300;70.980071;1.537851
4;300;1.708435e-005;2.741113e+002;271.439954;0.539774;83.464272;1.419034
5;350;1.909752e-005;3.190143e+002;316.202168;0.513306;95.927784;1.570243
6;400;2.126130e-005;3.698358e+002;367.184479;0.488580;109.252417;1.747824
7;450;2.339068e-005;4.216250e+002;419.571343;0.406810;123.520813;1.426339
8;500;2.549085e-005;4.748385e+002;472.728204;0.501704;138.591256;1.989873
9;550;2.780506e-005;5.273340e+002;525.718844;0.480992;154.330281;1.670344
10;600;3.003714e-005;5.918400e+002;591.085371;0.471158;171.560030;1.839762
11;650;3.229642e-005;6.668696e+002;667.297350;0.506852;192.491765;1.578504
12;700;3.454898e-005;7.429875e+002;743.674997;0.513490;214.032204;1.629586
13;750;3.692974e-005;8.035281e+002;804.715410;0.502229;232.416668;2.032947
14;800;3.920200e-005;8.553448e+002;857.029411;0.530139;247.163052;1.776730
15;850;4.167093e-005;9.140941e+002;915.936166;0.579391;242.375880;1.921204
16;900;4.410191e-005;9.664321e+002;968.977974;0.687764;277.728738;1.975937
