Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.107149e-006;2.641911e+002;267.321868;0.401576;77.657074;1.916628
1;150;7.614282e-006;3.629803e+002;367.019213;0.476004;107.681025;1.646635
2;200;8.952088e-006;4.582365e+002;462.820639;0.451376;138.738978;1.814927
3;250;1.028280e-005;5.521171e+002;557.190871;0.483613;168.137511;1.864281
4;300;1.152337e-005;6.422547e+002;647.813310;0.521295;196.645311;1.882738
5;350;1.268416e-005;7.339240e+002;739.357235;0.466239;223.815086;2.040757
6;400;1.375179e-005;8.325156e+002;837.724286;0.576148;253.617037;1.600938
7;450;1.473563e-005;9.458064e+002;951.446118;0.550819;286.253875;1.446934
8;500;1.558556e-005;1.065711e+003;1072.524269;0.695342;320.873889;1.609048
9;550;1.635574e-005;1.189336e+003;1196.772705;0.724851;357.133579;1.872289
10;600;1.708788e-005;1.290922e+003;1298.448738;0.793126;390.488750;1.627885
11;650;1.772175e-005;1.371347e+003;1379.135521;0.718159;415.695899;1.714588
12;700;1.842741e-005;1.437924e+003;1445.866804;0.773338;436.929787;1.715778
13;750;1.916000e-005;1.498000e+003;1505.916598;0.828419;456.250287;2.004511
14;800;1.986247e-005;1.563077e+003;1571.372109;0.913123;477.130150;1.864671
15;850;2.056215e-005;1.625276e+003;1633.901811;0.799046;496.885027;1.749775
16;900;2.134725e-005;1.676918e+003;1685.594600;0.886995;514.531667;1.745393
