Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.026475e-005;1.958626e+002;178.628233;1.004421;95.374547;15.932075
1;150;1.302077e-005;2.625023e+002;236.432378;0.882902;111.596024;14.811123
2;200;1.544581e-005;3.258279e+002;295.946317;0.851897;136.733737;22.229177
3;250;1.770735e-005;3.821808e+002;347.111070;1.080117;155.438910;19.236923
4;300;1.981927e-005;4.400603e+002;401.400525;0.935830;175.038392;15.864255
5;350;2.187904e-005;4.950813e+002;454.312207;0.776045;185.934563;11.990400
6;400;2.378425e-005;5.482615e+002;502.048186;0.973927;207.156241;16.658859
7;450;2.569699e-005;6.001946e+002;549.895802;1.182905;233.479213;20.138255
8;500;2.776850e-005;6.582167e+002;603.132929;0.874211;242.051220;15.211462
9;550;2.973119e-005;7.087656e+002;656.234077;0.991584;257.848160;15.259995
10;600;3.175813e-005;7.769129e+002;716.307257;0.953942;278.138501;15.474555
11;650;3.366156e-005;8.400506e+002;774.754079;0.980197;292.851102;12.588491
12;700;3.594034e-005;9.066097e+002;834.840567;0.875904;314.111112;10.986217
13;750;3.789779e-005;9.766217e+002;901.023471;0.870905;336.389924;12.901246
14;800;4.002783e-005;1.030305e+003;953.292102;0.813195;354.534403;10.009945
15;850;4.228027e-005;1.090910e+003;1009.315533;0.927722;372.607904;12.409297
16;900;4.442405e-005;1.148453e+003;1063.442631;0.809900;390.617204;11.637192
