Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.660605e-006;1.692450e+002;169.157022;0.417175;59.763508;1.580688
1;150;3.334426e-006;2.370294e+002;237.300522;0.443357;82.604590;1.552213
2;200;3.983524e-006;3.039789e+002;305.459895;0.419618;104.735925;1.440743
3;250;4.600034e-006;3.732267e+002;374.745377;0.446205;127.717391;1.399431
4;300;5.255233e-006;4.447356e+002;446.652887;0.457673;152.088630;1.551787
5;350;5.870942e-006;5.156344e+002;517.796737;0.502287;175.422867;1.439681
6;400;6.486617e-006;5.900512e+002;592.623864;0.519749;199.799946;1.584386
7;450;7.162427e-006;6.667966e+002;669.948731;0.459577;224.949533;1.716877
8;500;7.875910e-006;7.472888e+002;750.690913;0.558957;250.719279;1.671920
9;550;8.519690e-006;8.316058e+002;835.855921;0.622632;277.647206;1.510675
10;600;9.219501e-006;9.183524e+002;922.763748;0.619331;305.359973;1.585964
11;650;9.917691e-006;1.008797e+003;1013.917333;0.657365;333.072648;1.532650
12;700;1.070836e-005;1.098859e+003;1103.394843;0.732488;361.602330;1.807382
13;750;1.149268e-005;1.196093e+003;1201.511708;0.664871;390.554260;1.464038
14;800;1.232077e-005;1.299359e+003;1305.835595;0.664581;422.047842;1.456621
15;850;1.314485e-005;1.405712e+003;1412.065302;0.715898;453.565971;1.359752
16;900;3.133135e-005;1.519719e+003;1526.406170;0.705791;487.781492;1.627412
