Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;5.547608e-006;2.709643e+002;273.882639;0.451603;81.651373;1.959223
1;150;6.966421e-006;3.718303e+002;374.613120;0.480418;114.064593;1.795102
2;200;8.238570e-006;4.698900e+002;473.208872;0.485076;146.440481;1.791587
3;250;9.398495e-006;5.628732e+002;567.241329;0.520784;176.080610;2.084431
4;300;1.049825e-005;6.611552e+002;665.952785;0.546854;206.634797;1.562114
5;350;1.157503e-005;7.605851e+002;765.424640;0.517195;238.276190;1.653122
6;400;1.248667e-005;8.671997e+002;872.952794;0.636191;270.721935;1.793639
7;450;1.333402e-005;9.775099e+002;983.381369;0.676479;304.285431;1.829685
8;500;1.409480e-005;1.104952e+003;1111.973825;0.689917;342.886200;1.726491
9;550;1.474333e-005;1.238467e+003;1245.751030;0.752013;384.196293;1.911355
10;600;1.544740e-005;1.353590e+003;1361.271360;0.829835;419.840811;1.824242
11;650;1.607696e-005;1.445829e+003;1453.239179;0.838594;446.301872;1.847637
12;700;1.657192e-005;1.529594e+003;1536.989458;0.903313;474.273660;1.847286
13;750;1.720979e-005;1.617666e+003;1625.984152;0.905512;504.471918;1.827570
14;800;1.782469e-005;1.654710e+003;1663.529482;1.145310;515.700748;1.794504
15;850;1.840598e-005;1.721223e+003;1729.504906;0.853270;540.634101;2.170013
16;900;1.903111e-005;1.766710e+003;1776.626311;0.904082;555.136683;1.898126
