Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;4.919299e-006;1.264470e+002;109.517787;0.666893;73.222165;12.791948
1;150;6.237628e-006;1.675627e+002;150.134654;0.628948;82.676008;11.776540
2;200;7.506275e-006;2.084904e+002;190.919298;0.594497;98.946288;11.077767
3;250;8.797561e-006;2.513702e+002;232.342585;0.783493;114.683865;17.420283
4;300;1.005023e-005;2.967208e+002;280.107845;0.624868;130.460377;11.298459
5;350;1.133401e-005;3.429665e+002;325.960290;0.614696;141.903104;10.884661
6;400;1.266549e-005;3.937731e+002;382.021387;0.734613;155.223537;13.151916
7;450;1.389293e-005;4.387480e+002;415.407051;0.707558;178.075628;11.903291
8;500;1.525538e-005;4.910176e+002;467.603189;0.725947;192.155302;13.007262
9;550;1.668563e-005;5.436466e+002;521.340246;0.624287;210.336009;11.755551
10;600;1.816430e-005;5.957574e+002;573.523192;0.625281;224.710687;10.165390
11;650;1.955661e-005;6.557619e+002;630.398212;0.759895;249.232414;12.568656
12;700;2.114818e-005;7.139779e+002;688.425696;0.720187;266.455596;10.002833
13;750;2.263776e-005;7.771543e+002;750.921161;0.599345;286.515386;13.411646
14;800;2.420793e-005;8.387945e+002;812.468019;0.751134;306.452659;12.793467
15;850;2.588261e-005;9.082630e+002;879.430006;0.676171;326.591282;12.011030
16;900;2.748247e-005;9.801877e+002;950.800422;0.659400;346.168314;11.912234
