Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;8.377108e-006;1.109469e+002;91.091822;0.619907;64.006237;11.493390
1;150;1.053144e-005;1.535662e+002;133.745808;0.590003;74.720401;8.797386
2;200;1.261683e-005;1.928025e+002;172.594633;0.763215;89.110185;9.808235
3;250;1.464265e-005;2.363014e+002;214.069221;0.635568;97.307319;9.001877
4;300;1.665407e-005;2.820165e+002;259.499750;0.795876;111.508201;9.859799
5;350;1.875041e-005;3.264684e+002;302.956078;0.474454;122.284306;10.112838
6;400;2.080745e-005;3.761288e+002;351.342618;0.569095;136.019642;10.842317
7;450;2.278426e-005;4.294149e+002;403.414940;0.626612;146.992200;9.206846
8;500;2.487251e-005;4.849297e+002;456.692125;0.551357;162.812830;9.673692
9;550;2.673566e-005;5.413970e+002;512.724175;0.728213;177.299528;9.036008
10;600;2.877018e-005;6.069300e+002;578.364849;0.547577;197.116818;10.483129
11;650;3.067249e-005;6.700596e+002;640.773013;0.760431;214.115221;9.326966
12;700;3.269582e-005;7.263771e+002;694.051478;0.658534;230.986786;9.221859
13;750;3.487808e-005;7.770062e+002;743.875735;0.622448;243.464967;10.443262
14;800;3.688147e-005;8.194939e+002;785.046963;0.937081;257.333786;13.197494
15;850;3.932280e-005;8.632351e+002;827.355642;0.642951;264.982171;9.872282
16;900;4.211453e-005;9.066486e+002;869.061514;0.626903;275.778616;8.627120
