Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;5.724968e-006;2.155314e+002;220.578518;0.601954;89.972900;11.475133
1;150;7.304612e-006;2.971412e+002;301.932230;0.652922;117.295365;11.509827
2;200;8.722976e-006;3.759041e+002;380.912466;0.606841;142.631252;11.023544
3;250;9.869364e-006;4.539097e+002;460.213634;0.601502;167.923055;12.820430
4;300;1.103942e-005;5.303551e+002;537.161907;0.688121;192.338898;12.478986
5;350;1.216167e-005;6.111223e+002;617.253471;0.633136;216.675395;10.256420
6;400;1.332715e-005;6.967744e+002;704.727180;0.683312;242.528399;13.117054
7;450;1.435882e-005;7.852134e+002;790.980009;0.801894;273.690316;16.469873
8;500;1.528865e-005;8.800763e+002;885.691582;0.816346;300.406269;15.435219
9;550;1.616374e-005;9.847376e+002;992.321764;0.806259;332.511200;16.857202
10;600;1.699124e-005;1.085394e+003;1092.190526;0.924044;361.197623;14.669188
11;650;1.767702e-005;1.171056e+003;1177.949845;0.861046;386.539536;11.408681
12;700;1.844557e-005;1.244069e+003;1252.677067;0.792102;413.174076;12.974184
13;750;1.921297e-005;1.306661e+003;1315.674996;0.828132;433.153556;12.789594
14;800;1.989691e-005;1.361294e+003;1367.902323;0.827961;450.419020;12.687401
15;850;2.065326e-005;1.410968e+003;1419.194118;0.994227;466.589231;13.429281
16;900;2.123225e-005;1.447512e+003;1456.470957;0.967974;479.903003;13.455501
