Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.069513e-006;2.796940e+002;284.000285;0.437819;89.064382;1.729365
1;150;3.816720e-006;3.853239e+002;389.739702;0.473986;124.324248;1.747724
2;200;4.484892e-006;4.840940e+002;488.925667;0.450776;160.093110;1.606265
3;250;5.119131e-006;5.785649e+002;584.190608;0.509778;193.000029;1.949300
4;300;5.713512e-006;6.796923e+002;686.266883;0.525654;227.904041;1.574812
5;350;6.293780e-006;7.721960e+002;779.056533;0.528656;260.476190;1.862121
6;400;6.845965e-006;8.682316e+002;875.808583;0.548802;291.611015;1.676802
7;450;7.358023e-006;9.726691e+002;980.399550;0.565791;326.160948;1.679836
8;500;7.905907e-006;1.069703e+003;1078.016393;0.514148;356.737717;1.669084
9;550;8.459528e-006;1.182451e+003;1191.177958;0.644500;392.063925;1.824711
10;600;8.948507e-006;1.283870e+003;1292.879775;0.542274;422.338654;1.735790
11;650;9.379404e-006;1.395165e+003;1404.443067;0.718450;454.829227;1.663906
12;700;9.840524e-006;1.489313e+003;1498.754825;0.768889;480.232954;1.816628
13;750;1.031130e-005;1.615516e+003;1625.404679;0.708514;517.881179;1.721653
14;800;1.083093e-005;1.734524e+003;1745.176921;0.675399;551.959691;1.596070
15;850;1.135869e-005;1.868444e+003;1879.199979;0.755629;589.419966;1.898710
16;900;2.957808e-005;1.972658e+003;1984.070341;1.251269;619.057776;1.945201
