Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.557630e-006;2.768546e+002;282.469323;5.579660;103.708520;9.974784
1;150;4.516020e-006;3.696147e+002;384.147839;3.899608;132.604974;8.760704
2;200;5.279122e-006;4.708238e+002;477.123768;4.577335;162.309192;7.972659
3;250;6.076215e-006;5.629791e+002;564.498949;5.982376;193.552620;7.560323
4;300;6.775946e-006;6.597883e+002;659.180781;6.333323;225.224726;10.754255
5;350;7.515909e-006;7.572211e+002;770.680605;6.100433;255.775181;7.364826
6;400;8.173643e-006;8.158685e+002;822.567597;4.916892;282.632090;6.989229
7;450;8.873781e-006;9.087962e+002;914.830292;5.808504;311.438730;7.380912
8;500;9.544518e-006;1.007694e+003;1024.209460;5.893193;342.081264;8.094623
9;550;1.010227e-005;1.097366e+003;1107.749446;4.162036;369.811329;6.282529
10;600;1.072079e-005;1.192879e+003;1204.173676;6.817833;396.912664;7.624671
11;650;1.136080e-005;1.294354e+003;1320.669193;4.917314;427.332520;6.970038
12;700;1.182510e-005;1.400875e+003;1412.329721;4.037296;457.614114;10.740597
13;750;1.241435e-005;1.523488e+003;1537.993100;4.837854;489.849131;7.779585
14;800;1.291013e-005;1.639885e+003;1649.507593;5.657119;519.757454;6.536900
15;850;1.339881e-005;1.762346e+003;1771.764147;6.810000;551.120079;7.771063
16;900;1.401598e-005;1.861790e+003;1875.112367;5.227632;582.427676;8.653746
