Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;9.168259e-006;2.026415e+002;206.073402;0.475014;58.624974;1.951914
1;150;1.161775e-005;2.866888e+002;292.064771;0.449707;80.680729;1.884151
2;200;1.390520e-005;3.706375e+002;375.828727;0.528154;102.880222;1.657641
3;250;1.608588e-005;4.596339e+002;465.017501;0.470842;127.760309;1.814590
4;300;1.790854e-005;5.550357e+002;562.057885;0.468341;154.524404;1.995242
5;350;1.973110e-005;6.582466e+002;665.518011;0.593445;182.213540;1.763714
6;400;2.123946e-005;7.590318e+002;766.847943;0.581246;210.536559;1.663700
7;450;2.279022e-005;8.332158e+002;841.533701;0.512927;233.173499;1.696793
8;500;2.389802e-005;8.840524e+002;892.393477;0.571693;249.499684;1.583734
9;550;2.518848e-005;9.130385e+002;920.602924;0.671233;256.599631;1.667748
10;600;2.631875e-005;9.603900e+002;968.867411;0.637967;269.257036;1.749812
11;650;2.764763e-005;1.022272e+003;1031.803822;0.636170;288.621776;1.831331
12;700;2.950013e-005;1.031826e+003;1039.603977;0.646501;291.111978;1.700875
13;750;3.102934e-005;1.057223e+003;1066.238757;0.693752;299.562033;1.626399
14;800;3.239049e-005;1.093765e+003;1102.797865;0.711591;309.488798;1.956556
15;850;3.441562e-005;1.131087e+003;1140.254382;0.850669;319.877226;1.681692
16;900;3.658620e-005;1.145682e+003;1156.104178;0.844856;325.757208;1.802946
