Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.321140e-005;1.520858e+002;154.228587;0.429815;48.316405;3.369708
1;150;1.643462e-005;1.961719e+002;197.378212;0.482474;63.416774;3.085009
2;200;1.936535e-005;2.387974e+002;241.457985;0.471490;76.111034;2.908955
3;250;2.215936e-005;2.843490e+002;287.048446;0.484700;89.634939;3.086519
4;300;2.502931e-005;3.317608e+002;334.970976;0.607035;101.766547;3.373838
5;350;2.791069e-005;3.773950e+002;380.528195;0.463394;114.209691;3.083895
6;400;3.083490e-005;4.283819e+002;432.268214;0.563234;128.306578;2.741711
7;450;3.374985e-005;4.789044e+002;482.568732;0.535083;142.499343;2.626426
8;500;3.663606e-005;5.346576e+002;538.909856;0.501046;158.105871;2.953733
9;550;3.970801e-005;5.966679e+002;600.617840;0.581419;172.954472;3.237486
10;600;4.259848e-005;6.573367e+002;661.559693;0.539741;189.609479;3.422680
11;650;4.554488e-005;7.135932e+002;718.422557;0.600908;205.697129;2.567422
12;700;4.886142e-005;7.615121e+002;766.924472;0.598334;220.493812;2.729331
13;750;5.295554e-005;8.093228e+002;815.314267;0.612804;234.791831;2.613049
14;800;5.765654e-005;8.550947e+002;861.046939;0.664196;247.778000;2.628437
15;850;6.324240e-005;9.035427e+002;909.355170;0.605286;260.059834;2.995221
16;900;6.844041e-005;9.552462e+002;961.494793;0.627834;274.559652;2.745979
