Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;5.811685e-006;1.843884e+002;187.569980;0.622585;85.665102;5.852838
1;150;7.259015e-006;2.645547e+002;267.604701;0.832404;113.639058;5.958591
2;200;8.555834e-006;3.605169e+002;362.840214;0.557661;144.487762;8.400770
3;250;9.750841e-006;4.328890e+002;434.826330;0.587449;173.183628;6.346776
4;300;1.082515e-005;4.973232e+002;499.612349;0.525024;194.785338;6.893986
5;350;1.191847e-005;5.732328e+002;575.466261;0.606885;221.679245;6.492646
6;400;1.300356e-005;6.379144e+002;640.905094;0.597167;246.131682;7.042065
7;450;1.407121e-005;7.034892e+002;706.140943;0.607335;269.209901;6.608554
8;500;1.512035e-005;7.774164e+002;778.931562;0.673484;294.586953;5.869738
9;550;1.611514e-005;8.397014e+002;841.071826;0.611026;318.511373;5.515228
10;600;1.719333e-005;9.102540e+002;911.234015;0.573485;340.968020;5.651551
11;650;1.809737e-005;9.847520e+002;987.217448;0.642268;364.608417;6.159221
12;700;1.908009e-005;1.048976e+003;1051.591662;0.637929;385.963187;5.287921
13;750;2.011554e-005;1.133785e+003;1136.326689;0.670329;413.117237;5.092779
14;800;2.107103e-005;1.196781e+003;1198.591209;0.670241;434.707390;6.365680
15;850;2.202072e-005;1.275776e+003;1278.103751;0.665938;454.725824;6.209742
16;900;2.317089e-005;1.364066e+003;1366.659219;0.715013;480.106871;6.462260
