Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.145963e-005;1.424542e+002;129.309351;0.520182;42.077040;6.055539
1;150;1.468634e-005;1.871863e+002;175.228170;0.607981;72.694504;8.889862
2;200;1.760007e-005;2.327791e+002;218.817827;0.536079;85.443524;9.304329
3;250;2.034845e-005;2.756761e+002;260.790290;0.652337;100.597113;8.902894
4;300;2.316549e-005;3.206526e+002;305.607391;0.523206;111.358329;10.108163
5;350;2.584379e-005;3.688678e+002;350.370842;0.593706;125.174263;14.566396
6;400;2.867479e-005;4.188749e+002;400.814105;0.647149;133.370090;7.384158
7;450;3.148534e-005;4.736389e+002;453.795276;0.606501;153.342153;12.482267
8;500;3.439415e-005;5.300458e+002;507.466831;0.516556;160.774468;6.369688
9;550;3.720547e-005;5.850291e+002;556.522247;0.839174;178.374260;7.668371
10;600;4.009261e-005;6.526326e+002;636.597519;0.714130;188.116630;6.060870
11;650;4.304738e-005;7.097771e+002;691.466623;0.669187;202.448204;7.398268
12;700;4.629191e-005;7.551775e+002;738.112388;0.624330;214.295256;7.360210
13;750;4.969855e-005;8.090483e+002;790.035787;0.693909;231.433499;8.066648
14;800;5.421824e-005;8.556509e+002;836.162299;0.632146;245.477947;9.754572
15;850;5.958510e-005;9.055549e+002;886.207836;0.728155;256.236779;9.429885
16;900;6.528734e-005;9.608419e+002;940.750836;0.642525;272.296856;9.974718
