Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;8.641800e-006;2.035986e+002;203.682849;0.573105;74.113610;8.412776
1;150;1.103587e-005;2.879616e+002;287.817530;0.660408;95.954873;7.887762
2;200;1.309792e-005;3.740283e+002;374.318323;0.564974;122.393279;9.371596
3;250;1.502442e-005;4.683477e+002;468.239974;0.710190;146.746978;10.050671
4;300;1.649727e-005;5.751257e+002;574.813818;0.673077;175.414582;8.684166
5;350;1.788227e-005;6.786362e+002;677.790958;0.691534;202.680104;7.604039
6;400;1.909755e-005;7.619672e+002;761.674950;0.638958;223.358450;7.072301
7;450;2.009206e-005;8.203694e+002;820.282290;0.726700;241.713529;6.633837
8;500;2.113562e-005;8.661994e+002;866.211023;0.644682;253.919354;6.279383
9;550;2.218892e-005;9.112808e+002;910.735776;0.698363;264.965250;5.219639
10;600;2.326129e-005;9.561382e+002;955.624072;0.729722;277.422650;6.800299
11;650;2.443076e-005;9.936464e+002;992.956572;0.737616;289.450030;5.840934
12;700;2.560591e-005;1.020484e+003;1020.383803;0.665909;297.439391;8.520423
13;750;2.685766e-005;1.039892e+003;1039.650769;0.744221;304.472320;8.874757
14;800;2.841639e-005;1.067151e+003;1067.424127;0.724112;309.568818;6.503790
15;850;2.991217e-005;1.101182e+003;1101.511691;0.809425;318.781138;5.286740
16;900;3.148528e-005;1.137581e+003;1136.930896;0.766531;328.217531;9.136812
