Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.464887e-005;1.501362e+002;155.262112;0.481167;53.831072;1.862706
1;150;1.827457e-005;1.960771e+002;201.110958;0.501655;61.148272;1.884296
2;200;2.164304e-005;2.423092e+002;247.799620;0.498046;73.409197;1.787029
3;250;2.488831e-005;2.862571e+002;291.887348;0.490156;85.083804;1.964079
4;300;2.805309e-005;3.305003e+002;336.972354;0.503469;97.519657;1.786492
5;350;3.123462e-005;3.811366e+002;387.899376;0.533079;109.787731;1.861155
6;400;3.452067e-005;4.341316e+002;440.875953;0.441036;123.600899;1.871653
7;450;3.789693e-005;4.872743e+002;494.121729;0.464065;138.163418;1.754789
8;500;4.135178e-005;5.498889e+002;557.356957;0.470757;153.641123;1.937484
9;550;4.477476e-005;6.075364e+002;615.365864;0.580751;168.672556;1.951171
10;600;4.859105e-005;6.558724e+002;664.649816;0.517905;183.417489;1.989491
11;650;5.206821e-005;7.155192e+002;725.559912;0.481442;199.951321;2.062792
12;700;5.641446e-005;7.610727e+002;770.267454;0.546628;214.331932;1.874557
13;750;6.159900e-005;8.198538e+002;829.647350;0.560183;228.610606;2.021813
14;800;6.787872e-005;8.673510e+002;876.937266;0.586607;243.890011;1.935564
15;850;7.529811e-005;9.263834e+002;937.013030;0.598465;259.584921;1.966087
16;900;8.199216e-005;9.763532e+002;986.816870;0.632068;273.850493;1.928692
