Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.321499e-006;1.222737e+002;130.959548;1.354011;88.418137;28.122415
1;150;1.654608e-006;1.711205e+002;176.920625;1.212062;106.148606;31.864616
2;200;1.949258e-006;2.127898e+002;220.798651;1.390628;127.299368;30.939711
3;250;2.242800e-006;2.595931e+002;267.482898;1.141418;130.615123;18.670222
4;300;2.526380e-006;3.119006e+002;317.791752;1.098474;144.868834;16.552405
5;350;2.815556e-006;3.575568e+002;363.411319;1.236903;169.445711;30.522149
6;400;3.078743e-006;4.036556e+002;405.385121;1.423584;185.724837;22.404533
7;450;3.367239e-006;4.494914e+002;455.145188;1.246966;196.176857;20.357571
8;500;3.677560e-006;5.038978e+002;508.386130;1.395414;212.909763;22.560143
9;550;3.999554e-006;5.534312e+002;559.369311;1.187893;231.151093;18.001455
10;600;4.348659e-006;6.032964e+002;607.005976;1.447524;246.929363;23.225124
11;650;4.715822e-006;6.532991e+002;661.731667;1.236907;261.970070;20.615762
12;700;5.175828e-006;7.156443e+002;719.468013;1.361652;278.543616;21.898306
13;750;5.678939e-006;7.691861e+002;778.162842;1.161194;298.080731;18.921839
14;800;6.336747e-006;8.177620e+002;824.433968;1.136960;317.597667;23.506524
15;850;7.165639e-006;8.746229e+002;880.807334;1.369192;337.517035;28.254993
16;900;8.008870e-006;9.429952e+002;951.122053;1.145835;350.977000;24.659699
