Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;4.610652e-006;9.791815e+001;98.162027;0.430335;34.525709;1.772196
1;150;5.881606e-006;1.367095e+002;136.501761;0.467483;47.158426;1.840005
2;200;7.082892e-006;1.765873e+002;176.441488;0.422387;61.558029;1.662322
3;250;8.327869e-006;2.176432e+002;217.822052;0.430032;76.245150;1.738015
4;300;9.533212e-006;2.604989e+002;260.488261;0.492566;91.242883;1.526405
5;350;1.069776e-005;3.037081e+002;303.794909;0.456250;105.890693;1.615980
6;400;1.205762e-005;3.475579e+002;347.544896;0.445531;121.506398;1.568723
7;450;1.333729e-005;3.968916e+002;396.639149;0.429442;137.806965;1.627576
8;500;1.474527e-005;4.458615e+002;446.037688;0.492297;155.596947;1.496320
9;550;1.632122e-005;4.973156e+002;497.101880;0.429985;172.838801;1.658837
10;600;1.758626e-005;5.546697e+002;554.726665;0.573483;191.794997;1.807934
11;650;1.916719e-005;6.132433e+002;613.318205;0.448262;211.098622;1.670567
12;700;2.127028e-005;6.764555e+002;676.462695;0.514795;231.920608;1.720588
13;750;2.249131e-005;7.412410e+002;741.197058;0.637779;253.071865;1.657715
14;800;2.418994e-005;8.098145e+002;809.626487;0.564548;274.785416;1.821929
15;850;2.619906e-005;8.774300e+002;877.722183;0.621063;296.414372;1.724093
16;900;2.813567e-005;9.481546e+002;947.945534;0.653367;319.181517;1.744210
