Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;9.775246e-006;1.970272e+002;195.156001;0.711472;85.922957;11.557565
1;150;1.236820e-005;2.620581e+002;259.807749;0.681625;106.915906;14.538267
2;200;1.464363e-005;3.207393e+002;317.768512;0.858805;128.673168;16.118534
3;250;1.675550e-005;3.808308e+002;378.881977;0.701448;150.352721;12.591591
4;300;1.881207e-005;4.384106e+002;434.667400;0.800043;167.591803;16.954977
5;350;2.071535e-005;4.957099e+002;490.887329;0.763097;194.446497;20.620388
6;400;2.252374e-005;5.545910e+002;548.823289;0.789537;210.094332;21.446207
7;450;2.450471e-005;6.113361e+002;605.335205;0.649820;223.831588;13.118242
8;500;2.636887e-005;6.724512e+002;666.679734;0.760709;241.000232;15.119401
9;550;2.816466e-005;7.340031e+002;727.515279;0.760175;265.678408;19.109949
10;600;2.998719e-005;7.982001e+002;790.499727;0.712269;282.302195;11.764999
11;650;3.193996e-005;8.629830e+002;854.883619;0.732268;300.307729;11.303013
12;700;3.388208e-005;9.325657e+002;924.677760;0.785821;324.626421;10.473828
13;750;3.589145e-005;1.003468e+003;993.927842;0.731965;345.150396;11.376055
14;800;3.776163e-005;1.067851e+003;1059.037267;0.736491;368.068863;12.695833
15;850;3.991265e-005;1.137655e+003;1126.735869;0.847132;386.145605;13.395698
16;900;4.151937e-005;1.196277e+003;1183.797785;0.969184;403.628011;10.979796
