Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.532994e-006;2.320716e+002;228.762272;1.026510;106.218810;21.902203
1;150;8.204003e-006;3.153148e+002;309.324276;0.890195;123.687808;27.689566
2;200;9.654218e-006;4.008473e+002;392.627831;0.987004;143.945736;24.146812
3;250;1.092724e-005;4.979148e+002;491.112354;1.053496;172.602251;32.173381
4;300;1.192532e-005;5.908018e+002;583.722922;1.770831;218.925116;78.292568
5;350;1.269006e-005;6.950504e+002;683.581434;0.993749;214.063241;20.541911
6;400;1.345554e-005;7.713181e+002;757.834847;1.073726;238.743142;22.743546
7;450;1.412128e-005;8.202905e+002;804.839519;1.076553;250.758814;28.266398
8;500;1.482801e-005;8.686000e+002;852.915138;1.274779;268.115605;33.788550
9;550;1.562160e-005;9.113069e+002;895.341904;1.056010;273.349434;23.319640
10;600;1.637117e-005;9.587123e+002;943.967258;1.263703;292.600252;21.461253
11;650;1.727126e-005;9.872791e+002;968.234547;1.132403;292.377434;19.922269
12;700;1.819235e-005;1.015366e+003;996.872767;1.138752;301.384634;21.915837
13;750;1.927402e-005;1.043187e+003;1024.110679;1.057546;302.879205;21.308717
14;800;2.045110e-005;1.060848e+003;1042.652257;1.201214;314.265207;23.640612
15;850;2.173375e-005;1.098346e+003;1078.673922;1.332032;323.989125;20.172904
16;900;2.312893e-005;1.115356e+003;1092.853422;1.248718;333.526165;24.560935
