Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.798762e-006;1.025913e+002;102.541841;0.695247;-90.907662;6.472424
1;150;2.282593e-006;1.429507e+002;143.389374;0.613947;-83.266128;6.499621
2;200;2.757197e-006;1.852767e+002;184.730112;0.685023;59.653164;7.688237
3;250;3.263365e-006;2.319894e+002;231.967017;0.670247;70.738957;7.434254
4;300;3.769047e-006;2.770667e+002;277.058277;0.633883;82.736863;6.124866
5;350;4.368833e-006;3.311159e+002;331.219995;0.664340;96.692693;7.282602
6;400;5.037258e-006;3.873924e+002;387.237908;0.609528;110.749039;7.093509
7;450;5.786871e-006;4.513234e+002;451.590046;0.755844;127.038059;6.594562
8;500;6.661633e-006;5.159392e+002;514.761054;0.771942;144.931829;6.318232
9;550;7.653022e-006;5.899272e+002;589.852914;0.722171;164.077252;6.723476
10;600;8.835740e-006;6.851954e+002;684.872400;0.757292;187.647961;6.792557
11;650;1.013110e-005;7.903162e+002;790.059555;0.766189;212.448326;6.388971
12;700;1.157121e-005;8.996423e+002;899.310855;0.728154;242.678266;6.573319
13;750;1.317355e-005;1.035654e+003;1035.369436;0.919866;279.104391;6.756614
14;800;1.490771e-005;1.206303e+003;1206.413426;0.863921;322.623479;6.667530
15;850;1.670817e-005;1.394168e+003;1394.572126;0.945947;370.961345;6.406358
16;900;1.837157e-005;1.567212e+003;1567.627796;1.031139;415.420708;6.482887
