Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.292769e-006;2.116930e+002;211.798986;0.497273;57.451935;1.736888
1;150;7.876344e-006;2.941967e+002;294.180496;0.543984;79.210618;1.686019
2;200;9.278438e-006;3.810034e+002;381.149325;0.559227;101.618001;1.926284
3;250;1.047433e-005;4.755322e+002;475.696004;0.474046;127.297439;2.063098
4;300;1.149758e-005;5.846982e+002;584.372189;0.520200;156.832410;1.865694
5;350;1.236595e-005;6.824849e+002;682.565789;0.510454;183.963431;1.622607
6;400;1.299486e-005;7.538975e+002;754.222517;0.585279;204.727908;1.670670
7;450;1.367270e-005;8.055120e+002;805.165302;0.517970;220.095797;2.067136
8;500;1.428301e-005;8.488969e+002;847.792491;0.617378;232.063503;2.046305
9;550;1.507948e-005;8.880866e+002;888.325694;0.628758;243.257316;2.104563
10;600;1.588895e-005;9.244233e+002;924.528284;0.708885;252.998142;1.880359
11;650;1.672302e-005;9.582132e+002;957.383866;0.785931;262.045699;1.874445
12;700;1.764893e-005;9.926323e+002;992.507448;0.608161;271.331691;1.957071
13;750;1.869843e-005;1.022336e+003;1023.014596;0.715207;280.513363;1.916489
14;800;1.971150e-005;1.054196e+003;1053.889679;0.754181;289.124770;2.012383
15;850;2.087378e-005;1.076145e+003;1075.504813;0.668307;296.585973;2.222658
16;900;2.222069e-005;1.096300e+003;1095.975425;0.610681;302.650732;2.228314
