Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.052869e-005;1.186012e+002;117.439661;0.550741;38.251975;6.097256
1;150;1.321178e-005;1.579063e+002;157.446038;0.668641;64.094119;5.998705
2;200;1.559566e-005;2.029079e+002;203.484610;0.553738;75.266102;4.633022
3;250;1.789954e-005;2.435308e+002;243.682559;0.681612;88.739096;4.984120
4;300;2.024343e-005;2.877841e+002;288.333514;0.593248;101.525128;6.419765
5;350;2.239269e-005;3.351962e+002;335.473709;0.615248;112.652219;5.199186
6;400;2.469973e-005;3.835959e+002;383.479820;0.722578;127.848472;5.784751
7;450;2.682634e-005;4.399055e+002;439.788301;0.662480;141.307548;6.097849
8;500;2.921205e-005;4.992630e+002;499.207340;0.669157;158.009015;4.327206
9;550;3.149090e-005;5.616902e+002;561.692715;0.623108;174.434415;6.084224
10;600;3.374008e-005;6.165599e+002;616.983405;0.699080;189.412523;5.420765
11;650;3.579108e-005;6.639991e+002;663.742974;0.671309;202.476281;4.839237
12;700;3.845485e-005;7.058005e+002;704.483495;0.739675;214.869555;5.495897
13;750;4.107336e-005;7.502143e+002;750.353675;0.672836;226.920985;5.673772
14;800;4.434164e-005;7.977292e+002;797.970086;0.727684;240.271044;6.751453
15;850;4.791065e-005;8.435021e+002;843.599194;0.657634;252.744380;5.408513
16;900;5.224045e-005;8.919200e+002;891.658848;0.635947;265.999519;5.088751
