Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.649867e-006;8.631815e+001;89.896913;0.751437;-162.682352;11.397773
1;150;2.083957e-006;1.117870e+002;116.151123;0.733767;65.133606;11.300762
2;200;2.502317e-006;1.412607e+002;145.333359;0.653816;79.360214;11.311614
3;250;2.913664e-006;1.697327e+002;172.876728;0.757844;88.264731;11.324537
4;300;3.338985e-006;2.023475e+002;206.773964;0.763685;100.837575;9.565659
5;350;3.793289e-006;2.340252e+002;238.592675;0.797721;114.938121;13.849135
6;400;4.258939e-006;2.669293e+002;270.424930;0.798967;124.727397;13.579957
7;450;4.832148e-006;3.033352e+002;307.417768;0.792865;139.448700;13.314820
8;500;5.478097e-006;3.421528e+002;346.522147;0.783373;155.165663;12.727532
9;550;6.143583e-006;3.834528e+002;388.754554;0.790159;169.219708;10.970179
10;600;6.731586e-006;4.256166e+002;430.617092;0.761047;186.852575;13.383201
11;650;7.733848e-006;4.788066e+002;483.336868;0.918828;209.068862;18.015406
12;700;8.803426e-006;5.344521e+002;537.556439;0.766639;219.903958;9.765618
13;750;1.004168e-005;5.898412e+002;593.111493;0.788548;244.504427;11.595290
14;800;1.151525e-005;6.559338e+002;661.269025;0.731854;268.513724;9.217686
15;850;1.315276e-005;7.287632e+002;732.747505;0.899251;291.350764;15.850448
16;900;1.506058e-005;8.075813e+002;811.371198;0.856776;315.804029;10.831218
