Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.048238e-006;2.578521e+002;261.445842;0.479524;81.900447;1.632413
1;150;7.624696e-006;3.543047e+002;358.415243;0.500505;113.492251;1.801096
2;200;9.007894e-006;4.504038e+002;454.793758;0.480744;145.335462;1.395467
3;250;1.028421e-005;5.398090e+002;544.097211;0.481874;174.427538;1.693314
4;300;1.145345e-005;6.313096e+002;636.805781;0.498966;203.695593;1.588997
5;350;1.268147e-005;7.293177e+002;735.079737;0.597558;234.628595;1.770875
6;400;1.380077e-005;8.279185e+002;834.184361;0.626941;265.000852;1.785844
7;450;1.487990e-005;9.288538e+002;935.492508;0.648494;295.140320;1.710522
8;500;1.579929e-005;1.032106e+003;1038.956299;0.577577;324.885966;1.718615
9;550;1.664391e-005;1.150687e+003;1158.061921;0.714069;361.510208;1.775520
10;600;1.737527e-005;1.263058e+003;1269.935647;0.836187;397.644211;1.807278
11;650;1.806707e-005;1.360000e+003;1368.176517;0.732089;428.563989;1.827062
12;700;1.883648e-005;1.416302e+003;1422.560996;1.385341;441.520298;1.957240
13;750;1.958904e-005;1.486651e+003;1495.313346;0.873329;465.414549;1.741147
14;800;2.030564e-005;1.543873e+003;1552.360314;0.907985;482.313008;1.650593
15;850;2.103438e-005;1.595772e+003;1604.135792;0.860404;499.837152;1.622337
16;900;2.161013e-005;1.654682e+003;1664.177268;0.985225;521.007671;1.756821
