Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;4.150602e-006;1.740975e+002;174.061582;0.367872;61.143286;5.320468
1;150;5.118308e-006;2.385441e+002;238.547658;0.358361;78.220034;5.741820
2;200;6.053187e-006;3.072026e+002;307.163567;0.382337;96.836807;5.467614
3;250;6.941211e-006;3.772566e+002;376.871518;0.418309;115.925003;7.324962
4;300;7.782345e-006;4.509326e+002;451.175845;0.381322;136.212229;6.223861
5;350;8.557831e-006;5.257576e+002;525.732476;0.418859;156.615452;5.600924
6;400;9.292374e-006;6.056552e+002;605.544837;0.393727;174.616419;7.053935
7;450;9.940517e-006;6.998047e+002;699.598628;0.427063;202.412972;5.321337
8;500;1.057820e-005;8.005081e+002;800.699406;0.501452;230.652661;5.671054
9;550;1.118882e-005;8.938642e+002;893.786243;0.383247;254.882173;5.815711
10;600;1.174645e-005;9.571046e+002;957.357663;0.493880;275.135330;7.098724
11;650;1.225076e-005;9.990670e+002;999.018122;0.492111;287.496774;7.016649
12;700;1.274450e-005;1.030570e+003;1030.684109;0.422779;297.444450;6.690795
13;750;1.326577e-005;1.062337e+003;1062.155866;0.527601;309.437473;7.647508
14;800;1.387508e-005;1.094067e+003;1093.725472;0.436165;316.845150;6.204794
15;850;1.447677e-005;1.127358e+003;1127.321071;0.453791;323.461536;5.889442
16;900;1.527706e-005;1.158321e+003;1158.800685;0.510878;334.075162;6.887160
