Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;8.346270e-006;2.629140e+002;262.707059;0.478287;86.177651;6.389888
1;150;1.007049e-005;3.744522e+002;374.439090;0.566780;115.520735;6.089877
2;200;1.142053e-005;4.980782e+002;498.174697;0.636895;147.040311;7.403383
3;250;1.241742e-005;6.155331e+002;615.233148;0.663537;177.642303;7.502877
4;300;1.316222e-005;6.991314e+002;699.455825;0.666613;204.191452;6.450352
5;350;1.379276e-005;7.656249e+002;765.914494;0.551842;218.821625;6.978801
6;400;1.440184e-005;8.192311e+002;819.524972;0.601267;237.015970;7.337266
7;450;1.505625e-005;8.558062e+002;855.935149;0.592842;246.706189;7.418809
8;500;1.567905e-005;8.869626e+002;886.833199;0.748232;257.073882;7.105140
9;550;1.634289e-005;9.274333e+002;928.244732;0.604679;266.309288;6.378279
10;600;1.709312e-005;9.607347e+002;960.911319;0.593531;275.857268;5.813814
11;650;1.788337e-005;9.809772e+002;980.509512;0.780737;284.681996;7.344258
12;700;1.866183e-005;9.987648e+002;998.283274;0.734025;290.708167;10.117313
13;750;1.958602e-005;1.032858e+003;1032.472908;0.714467;296.499235;7.369575
14;800;2.068454e-005;1.062396e+003;1062.327330;0.772489;306.310619;6.378382
15;850;2.176183e-005;1.081220e+003;1080.713442;0.665388;311.345466;6.810957
16;900;2.298406e-005;1.097906e+003;1097.400670;0.670962;318.037050;5.969890
