Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;50;2.738086e-006;1.315244e+002;131.359525;0.643578;58.318678;10.319527
1;100;4.043111e-006;2.163696e+002;216.046712;0.589203;89.704797;9.946733
2;150;5.104531e-006;2.896105e+002;290.104719;0.667273;119.541303;16.594044
3;200;6.099550e-006;3.583594e+002;359.072536;0.556795;140.281539;9.996427
4;250;7.028806e-006;4.166155e+002;417.992160;0.589320;168.894546;10.394217
5;300;7.916308e-006;4.879762e+002;489.421048;0.617156;191.427653;13.225933
6;350;8.766483e-006;5.511884e+002;553.800549;0.675723;212.230643;11.224595
7;400;9.623288e-006;6.197796e+002;621.069082;0.817275;236.525819;10.780951
8;450;1.048397e-005;6.800481e+002;678.582184;0.688987;253.797503;10.432301
9;500;1.139851e-005;7.474719e+002;746.208704;0.696205;276.444866;9.671203
10;550;1.222333e-005;8.153367e+002;814.625254;0.707038;298.383795;10.892441
11;600;1.311872e-005;8.872985e+002;886.646689;0.820741;316.466448;12.481551
12;650;1.407013e-005;9.607336e+002;959.857680;0.946732;335.949082;11.576813
13;700;1.505854e-005;1.037325e+003;1034.958653;0.751088;362.288599;15.000257
14;750;1.614503e-005;1.106919e+003;1104.540596;0.935774;383.012706;11.481665
15;800;1.725058e-005;1.159502e+003;1157.830222;0.782165;406.827212;11.059904
