Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.895833e-006;2.957418e+002;299.376688;0.478269;96.689245;2.111548
1;150;4.889126e-006;4.040969e+002;408.007295;0.418597;133.673815;1.851043
2;200;5.770580e-006;5.057296e+002;509.310797;0.432265;170.206846;2.151268
3;250;6.600014e-006;6.004289e+002;605.374366;0.454936;203.981517;1.806560
4;300;7.409372e-006;6.982395e+002;703.545046;0.470346;237.353453;1.797287
5;350;8.186882e-006;7.996015e+002;805.647709;0.493403;272.302563;1.872757
6;400;8.907944e-006;8.959236e+002;902.831205;0.526875;306.165482;1.965041
7;450;9.592595e-006;9.840792e+002;991.078325;0.524062;335.333276;2.035554
8;500;1.034755e-005;1.083948e+003;1091.912047;0.534634;367.129518;1.918851
9;550;1.104410e-005;1.192007e+003;1200.115644;0.627030;400.969076;1.926835
10;600;1.172249e-005;1.287116e+003;1295.452652;0.587905;430.845654;2.068131
11;650;1.243305e-005;1.380950e+003;1389.903511;0.605488;457.177037;1.625929
12;700;1.307030e-005;1.477998e+003;1488.499661;0.697299;483.087419;2.205505
13;750;1.375175e-005;1.590367e+003;1600.579047;0.564308;514.333017;2.304748
14;800;1.449262e-005;1.670045e+003;1695.991029;0.654331;540.562887;2.318308
15;850;1.524958e-005;1.793395e+003;1865.757433;1.414214;575.610882;2.146012
16;900;1.594313e-005;1.922112e+003;1930.907911;0.707527;603.864988;2.037749
