Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;9.800145e-006;2.103517e+002;213.572353;0.449614;68.779198;1.953322
1;150;1.218112e-005;2.820111e+002;286.339285;0.486417;94.049437;2.087301
2;200;1.424063e-005;3.484789e+002;352.844051;0.524518;116.992887;1.920085
3;250;1.612600e-005;4.123970e+002;416.448885;0.615194;137.553331;1.903655
4;300;1.789111e-005;4.728720e+002;478.367224;0.495002;158.751737;2.058640
5;350;1.969674e-005;5.354814e+002;540.770521;0.531838;179.363679;1.970410
6;400;2.146244e-005;5.984449e+002;604.250054;0.564394;200.306311;2.110995
7;450;2.324842e-005;6.611062e+002;667.412531;0.564814;221.317779;2.254506
8;500;2.493949e-005;7.257000e+002;731.592980;0.500749;241.564426;2.045282
9;550;2.669783e-005;7.935995e+002;800.552900;0.547503;263.200228;2.272670
10;600;2.816610e-005;8.655070e+002;873.005674;0.616884;285.721400;1.744752
11;650;2.979626e-005;9.411583e+002;948.401956;0.634390;308.624120;2.117560
12;700;3.150862e-005;1.016706e+003;1024.043187;0.573484;332.184295;2.036572
13;750;3.317375e-005;1.088671e+003;1096.551828;0.611325;354.696650;2.042790
14;800;3.479022e-005;1.151854e+003;1160.519146;0.564844;374.565048;1.932390
15;850;3.645400e-005;1.213704e+003;1222.439985;0.541102;394.012886;2.108196
16;900;3.802301e-005;1.274271e+003;1283.720501;0.625360;414.536581;2.085739
