Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;8.950013e-006;1.574984e+002;167.897078;0.911509;74.612271;11.582812
1;150;1.131946e-005;2.145013e+002;227.434122;0.894021;93.978689;19.878205
2;200;1.341682e-005;2.702751e+002;280.905029;0.959110;107.880188;13.563921
3;250;1.542638e-005;3.180204e+002;331.526023;0.850778;128.377962;14.849323
4;300;1.706214e-005;3.659140e+002;379.935250;0.883864;142.687646;12.312612
5;350;1.883625e-005;4.108445e+002;424.986088;0.977804;162.153682;16.248438
6;400;2.072335e-005;4.666152e+002;483.498764;0.935438;173.798593;11.029602
7;450;2.221702e-005;5.201058e+002;537.089694;1.106195;192.007439;15.259364
8;500;2.385528e-005;5.719487e+002;587.660469;1.149873;201.533004;9.808289
9;550;2.598023e-005;6.306624e+002;644.664779;0.899485;222.618086;12.276857
10;600;2.783061e-005;6.924443e+002;707.815437;1.045570;247.714599;10.744107
11;650;2.942316e-005;7.522871e+002;766.924069;1.098081;263.204899;9.537321
12;700;3.144826e-005;8.103887e+002;822.616061;1.022307;281.419090;10.029953
13;750;3.307954e-005;8.702755e+002;883.996401;1.045402;300.017346;15.482675
14;800;3.503740e-005;9.297889e+002;943.065281;1.064626;318.298298;10.513225
15;850;3.716931e-005;9.852421e+002;998.982482;1.173808;334.201751;13.014454
16;900;3.899798e-005;1.047052e+003;1061.946698;1.123087;354.588476;22.401284
