Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.971576e-006;8.705042e+001;85.098303;0.631661;-225.558715;8.546103
1;150;2.468820e-006;1.172313e+002;116.791993;0.774708;55.462924;9.534378
2;200;2.947334e-006;1.487449e+002;148.528929;0.695218;66.050212;10.472564
3;250;3.430484e-006;1.781425e+002;178.822781;0.730317;79.740742;9.433796
4;300;3.906137e-006;2.125232e+002;212.757928;0.817160;95.640063;11.466184
5;350;4.407028e-006;2.443627e+002;244.397456;0.742685;103.592064;10.737284
6;400;4.911223e-006;2.820749e+002;280.868270;0.688882;116.985248;8.760343
7;450;5.464122e-006;3.190116e+002;319.270158;0.758690;131.640120;12.762400
8;500;6.067032e-006;3.614628e+002;361.205853;0.738784;147.698304;9.595454
9;550;6.719190e-006;4.024396e+002;402.013675;0.771359;163.086126;10.669860
10;600;7.384846e-006;4.444317e+002;444.810776;0.797326;176.600059;9.513065
11;650;8.173762e-006;4.883823e+002;488.445306;0.682779;192.946546;11.373397
12;700;9.103036e-006;5.375350e+002;538.523619;0.753314;208.622430;10.407481
13;750;1.008712e-005;5.918199e+002;590.945711;0.815730;226.978202;10.706954
14;800;1.122531e-005;6.498223e+002;650.328352;0.831133;248.294637;10.718166
15;850;1.245067e-005;7.093438e+002;709.837332;0.713748;270.093681;9.289420
16;900;1.383216e-005;7.683536e+002;769.092875;0.759511;290.568016;11.697953
