Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.726760e-006;2.597113e+002;266.374024;0.499473;104.945481;7.322579
1;150;4.583898e-006;3.575358e+002;363.920961;0.534716;136.917757;7.266262
2;200;5.402617e-006;4.487668e+002;456.922503;0.496993;171.277996;7.658452
3;250;6.144372e-006;5.378414e+002;545.154749;0.513774;202.292430;8.820842
4;300;6.875111e-006;6.256305e+002;632.235858;0.584017;230.551985;6.830126
5;350;7.574366e-006;7.116561e+002;719.180950;0.557291;260.154500;7.089240
6;400;8.274062e-006;7.975554e+002;807.504782;0.575225;289.375405;9.697171
7;450;8.888805e-006;8.895538e+002;897.439051;0.566581;319.923814;10.071921
8;500;9.541532e-006;9.818190e+002;988.777808;0.613945;345.822076;5.835107
9;550;1.020209e-005;1.075823e+003;1083.833248;0.608447;376.845940;7.755002
10;600;1.084391e-005;1.163077e+003;1172.934480;0.673758;403.254754;5.769083
11;650;1.153395e-005;1.254672e+003;1262.955858;0.722122;432.174969;6.428220
12;700;1.218300e-005;1.346043e+003;1356.004344;0.682108;457.202526;7.451848
13;750;1.278670e-005;1.443693e+003;1451.740203;0.719651;485.623597;7.039110
14;800;1.345847e-005;1.549903e+003;1558.726517;0.659686;514.410946;7.589445
15;850;1.402237e-005;1.649088e+003;1659.113404;0.738106;541.637559;6.245885
16;900;1.468997e-005;1.738050e+003;1748.640501;0.836114;565.477791;6.671375
