Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.387631e-006;1.881213e+002;188.076180;0.363743;82.925818;4.615606
1;150;7.984598e-006;2.544178e+002;254.402360;0.361159;101.550895;4.286201
2;200;9.390111e-006;3.153506e+002;315.159077;0.381937;121.627789;3.480094
3;250;1.076896e-005;3.749221e+002;374.923877;0.370034;141.234447;3.200733
4;300;1.197573e-005;4.348128e+002;434.471513;0.388483;163.241024;3.587451
5;350;1.314180e-005;4.935993e+002;493.209464;0.462475;181.570002;2.946590
6;400;1.428161e-005;5.654725e+002;565.627225;0.428359;203.161705;3.448654
7;450;1.541634e-005;6.257330e+002;625.841128;0.544771;223.664588;3.318496
8;500;1.651860e-005;6.909791e+002;691.230719;0.499624;245.848735;2.963243
9;550;1.754867e-005;7.624388e+002;762.738466;0.327162;267.340594;3.351875
10;600;1.861234e-005;8.331981e+002;833.057340;0.449983;287.958646;4.000332
11;650;1.963648e-005;9.076598e+002;907.772192;0.453175;311.727686;3.351082
12;700;2.062113e-005;9.993182e+002;998.973820;0.529468;336.678162;3.643887
13;750;2.157322e-005;1.093472e+003;1092.925067;0.790645;365.172549;3.644094
14;800;2.251930e-005;1.154575e+003;1154.698733;0.595850;384.789047;4.484217
15;850;2.310665e-005;1.229585e+003;1229.637402;0.461347;406.108275;3.287124
16;900;2.420077e-005;1.271959e+003;1272.200763;0.545655;420.228206;3.787601
