Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.719745e-006;9.807519e+001;98.316085;0.608984;-62.200632;7.714311
1;150;2.180087e-006;1.379636e+002;137.897239;0.703209;40.172434;9.076626
2;200;2.648474e-006;1.761734e+002;175.598579;0.622163;57.220045;6.954801
3;250;3.132140e-006;2.174729e+002;217.558278;0.591573;70.994449;5.355154
4;300;3.652146e-006;2.633132e+002;262.998145;0.620338;83.170266;8.088300
5;350;4.225223e-006;3.069854e+002;306.258537;0.578280;96.150746;6.241270
6;400;4.894070e-006;3.615877e+002;361.260100;0.616626;112.223032;11.052493
7;450;5.631939e-006;4.186254e+002;418.397299;0.673527;127.595548;7.438753
8;500;6.475507e-006;4.855147e+002;485.888354;0.678527;144.167417;8.309684
9;550;7.483334e-006;5.631737e+002;563.936764;0.699553;161.795314;7.168584
10;600;8.706847e-006;6.408392e+002;641.382831;0.617444;183.202439;8.266775
11;650;1.006563e-005;7.459987e+002;746.357382;0.750840;208.563723;7.310402
12;700;1.161088e-005;8.592167e+002;859.510667;0.939518;236.475582;8.223289
13;750;1.334285e-005;9.833971e+002;983.025657;0.687674;269.113906;8.039513
14;800;1.520798e-005;1.139614e+003;1139.289452;0.660652;313.663570;10.467298
15;850;1.723738e-005;1.319742e+003;1320.840839;0.858124;357.959695;9.863022
16;900;1.937770e-005;1.511270e+003;1511.530049;0.906286;403.688609;8.325176
