Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;7.733194e-006;8.963639e+001;87.092706;0.456477;42.989238;2.097310
1;150;9.916467e-006;1.293666e+002;127.056092;0.455073;53.779287;1.955243
2;200;1.199533e-005;1.698954e+002;167.475538;0.505345;64.843640;1.892894
3;250;1.402763e-005;2.110550e+002;209.178877;0.447622;76.585364;1.895207
4;300;1.616161e-005;2.541252e+002;252.000292;0.424869;88.419005;2.204663
5;350;1.822791e-005;3.029954e+002;301.214269;0.445470;101.390854;2.075234
6;400;2.028187e-005;3.533816e+002;352.737578;0.461383;115.020863;1.867500
7;450;2.248374e-005;4.050363e+002;404.325104;0.484715;128.661951;1.722779
8;500;2.468406e-005;4.630392e+002;462.726873;0.453704;145.327110;1.996355
9;550;2.702099e-005;5.175850e+002;517.397607;0.483901;161.130440;2.282382
10;600;2.944231e-005;5.761334e+002;576.344481;0.493570;177.075894;2.067600
11;650;3.175951e-005;6.424832e+002;643.852441;0.517268;194.587849;2.292188
12;700;3.412348e-005;7.207573e+002;722.954338;0.626169;206.056939;1.889684
13;750;3.637375e-005;8.019901e+002;804.550805;0.524198;236.982099;2.006141
14;800;3.854923e-005;8.687225e+002;871.499713;0.602512;255.565867;1.899837
15;850;4.110224e-005;9.285750e+002;931.563543;0.551084;271.733865;1.909813
16;900;4.336622e-005;9.795300e+002;982.700318;0.573312;287.149882;2.153950
