Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.615095e-006;3.102929e+002;314.517063;0.411139;93.929384;1.629962
1;150;4.488004e-006;4.256607e+002;430.316858;0.437128;133.075179;1.801844
2;200;5.331569e-006;5.328781e+002;537.828264;0.434524;171.145525;1.825368
3;250;6.069678e-006;6.366443e+002;642.474585;0.466320;206.488562;2.055226
4;300;6.746617e-006;7.484868e+002;755.336276;0.464608;245.075146;1.423787
5;350;7.397580e-006;8.509222e+002;858.186241;0.524636;281.818828;1.722606
6;400;8.052902e-006;9.526893e+002;960.530502;0.480743;314.125806;1.678416
7;450;8.708769e-006;1.070215e+003;1078.354258;0.553765;351.155856;1.699477
8;500;9.332100e-006;1.176706e+003;1185.447096;0.536453;385.791931;1.503556
9;550;9.921151e-006;1.292361e+003;1301.612345;0.595422;419.449535;1.804133
10;600;1.048924e-005;1.412173e+003;1421.234895;0.692944;455.622584;1.874588
11;650;1.103818e-005;1.530725e+003;1540.554239;0.638877;488.545468;1.766381
12;700;1.150199e-005;1.670237e+003;1679.584811;0.671301;529.128691;1.594975
13;750;1.193720e-005;1.776433e+003;1787.269629;0.744136;558.235282;1.562636
14;800;1.241802e-005;1.912668e+003;1924.129126;0.628492;595.122360;1.627741
15;850;1.293557e-005;2.020734e+003;2032.242516;0.708943;627.182176;1.717408
16;900;1.349958e-005;2.154707e+003;2166.994803;0.832054;664.126856;1.699186
