Num,Voltage,Ileak[nA],CCE[a.u.],CCE2[a.u.],MPV[mV],Noise[mV],Error mu,Error mean
0,-900.0,-2.87597e-05,1321.2875867707169,1321.2875867707169,451.7725752508361,2.921665019424462,0.5512453724923524,0.5512453724923524
1,-850.0,-2.739221e-05,1251.0202839093272,1251.0202839093272,429.8595317725752,2.8993350414339916,0.515744863497355,0.515744863497355
2,-800.0,-2.625698e-05,1177.763829059829,1177.763829059829,408.10702341137124,2.8878005911339404,0.4871710837656116,0.4871710837656116
3,-750.0,-2.498592e-05,1103.1949342251949,1103.1949342251949,384.66889632107024,2.9490421285489714,0.49219669572366775,0.49219669572366775
4,-700.0,-2.374285e-05,1014.2487045707913,1014.2487045707913,356.68227424749165,3.064290192881958,0.47797140230762875,0.47797140230762875
5,-650.0,-2.225902e-05,919.3076298773685,919.3076298773685,327.0635451505017,3.2168928305860343,0.47490336615430506,0.47490336615430506
6,-600.0,-2.094922e-05,831.9011460423632,831.9011460423632,299.371237458194,3.6050211610978824,0.4153130923406307,0.4153130923406307
7,-550.0,-1.9613e-05,766.6477710888142,766.6477710888142,278.9297658862876,3.334690036009723,0.4350300344062666,0.4350300344062666
8,-500.0,-1.828321e-05,698.5050850984762,698.5050850984762,256.2140468227425,3.430551401738758,0.3823875275233623,0.3823875275233623
9,-450.0,-1.694533e-05,632.3510248978073,632.3510248978073,232.2943143812709,3.5500555235261864,0.3717404468009517,0.3717404468009517
10,-400.0,-1.54473e-05,571.6557651430692,571.6557651430692,210.46153846153845,3.379489306772917,0.38220544640471926,0.38220544640471926
11,-350.0,-1.407298e-05,507.9989654403565,507.9989654403565,188.2809364548495,3.367297397333013,0.32700537133137464,0.32700537133137464
12,-300.0,-1.270693e-05,445.1418208844294,445.1418208844294,166.23411371237458,3.315928872385921,0.34872876373486555,0.34872876373486555
13,-250.0,-1.126054e-05,380.1542088442956,380.1542088442956,142.2876254180602,3.3585577058823866,0.31524706393301766,0.31524706393301766
14,-200.0,-1.049985e-05,315.155287997027,315.155287997027,119.30434782608695,3.3508342162190803,0.2689132437849376,0.2689132437849376
15,-150.0,-8.375157e-06,252.04112077294678,252.04112077294678,95.09030100334448,3.3699568709965484,0.29678970698896695,0.29678970698896695
16,-100.0,-6.510741e-06,184.20767298402077,184.20767298402077,70.52842809364549,3.344231029054016,0.3254041033838986,0.3254041033838986
