Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.091991e-006;2.005647e+002;208.077539;0.349560;80.896177;2.998366
1;150;2.603015e-006;2.785870e+002;286.054868;0.411208;106.676388;3.390742
2;200;3.081719e-006;3.566661e+002;362.118165;0.366205;132.460746;3.055539
3;250;3.512862e-006;4.285404e+002;435.061456;0.421975;158.094234;3.784509
4;300;3.934977e-006;5.105945e+002;516.329050;0.368578;185.772598;3.150231
5;350;4.338277e-006;5.839860e+002;589.511024;0.426921;210.393278;3.212424
6;400;4.723821e-006;6.599651e+002;665.556788;0.421509;237.200354;3.270186
7;450;5.136701e-006;7.412484e+002;746.038204;0.399950;266.060691;3.095864
8;500;5.559803e-006;8.148336e+002;819.053273;0.502535;289.994859;3.251564
9;550;5.942611e-006;9.001543e+002;906.416597;0.441782;316.706107;3.275959
10;600;6.359663e-006;9.885342e+002;992.090239;0.544398;344.472819;3.637771
11;650;6.841448e-006;1.064839e+003;1069.717516;0.497536;370.475870;2.927507
12;700;7.276562e-006;1.148111e+003;1154.932076;0.597186;395.951553;3.325728
13;750;7.737038e-006;1.246573e+003;1250.745394;0.557405;422.163439;3.682090
14;800;8.307356e-006;1.342973e+003;1344.607046;0.632627;450.279963;2.947867
15;850;8.919388e-006;1.435442e+003;1438.548092;0.586996;476.501440;3.451728
16;900;9.642623e-006;1.531459e+003;1537.617318;0.585231;504.105795;2.856445
