Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;5.765177e-006;2.659922e+002;242.783094;0.851126;103.117634;12.203150
1;150;7.267156e-006;3.597866e+002;332.139149;0.751275;129.949125;14.219251
2;200;8.681236e-006;4.534121e+002;419.162788;0.901731;158.550590;14.198341
3;250;9.844774e-006;5.439778e+002;502.772846;0.807807;188.542864;12.190416
4;300;1.097184e-005;6.379089e+002;587.879363;0.817766;215.746239;12.019842
5;350;1.210657e-005;7.290371e+002;674.527418;0.874156;242.574230;12.074832
6;400;1.316379e-005;8.275515e+002;764.300311;0.755032;273.267202;11.681165
7;450;1.419706e-005;9.304796e+002;864.750145;1.004629;305.171784;17.554240
8;500;1.506526e-005;1.040046e+003;965.385576;0.984231;337.288322;10.115532
9;550;1.598355e-005;1.155922e+003;1074.460740;0.838157;370.239512;16.036076
10;600;1.665813e-005;1.262395e+003;1179.974255;1.008814;404.136514;13.169538
11;650;1.731847e-005;1.356502e+003;1265.080262;0.941360;431.779181;12.516066
12;700;1.793928e-005;1.432179e+003;1337.300825;1.081902;458.347005;11.933102
13;750;1.863209e-005;1.502004e+003;1402.906407;1.215047;478.519170;15.017092
14;800;1.941018e-005;1.559466e+003;1458.601806;1.097831;494.702801;11.976929
15;850;2.033412e-005;1.614928e+003;1507.171160;1.169989;514.550519;13.441706
16;900;2.090326e-005;1.662297e+003;1554.681756;1.106894;529.647449;14.337228
