Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;9.496144e-006;2.651659e+002;264.775548;0.954922;86.971199;8.448296
1;150;1.165200e-005;3.603188e+002;360.394129;1.066869;110.328499;7.436994
2;200;1.314251e-005;4.828010e+002;481.970193;0.999633;140.342852;5.911967
3;250;1.444019e-005;5.820502e+002;581.875786;1.047230;170.373491;6.093735
4;300;1.528785e-005;6.580574e+002;657.604381;1.153141;194.100798;8.730597
5;350;1.606236e-005;7.308246e+002;728.147384;1.210646;210.690819;7.468016
6;400;1.699487e-005;7.816819e+002;782.393005;1.296672;226.511000;8.128184
7;450;1.778963e-005;8.251592e+002;824.749586;1.265050;235.932710;7.314877
8;500;1.843850e-005;8.531787e+002;853.837996;1.206750;244.073545;5.944826
9;550;1.936879e-005;9.036569e+002;904.340702;1.267287;259.299866;6.727562
10;600;2.019483e-005;9.430502e+002;943.602149;1.398974;270.589444;5.849880
11;650;2.108942e-005;9.739606e+002;973.720080;1.265877;278.711041;6.397678
12;700;2.196492e-005;9.907095e+002;991.090738;1.281252;285.623226;8.489557
13;750;2.320133e-005;9.962594e+002;995.450284;1.459298;287.507177;6.310911
14;800;2.431752e-005;1.017180e+003;1017.402081;1.483795;292.515659;7.539419
15;850;2.565577e-005;1.032362e+003;1033.083428;2.081996;296.979349;8.933664
16;900;2.731801e-005;1.072174e+003;1076.999139;2.584966;309.295232;7.753985
