Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.532405e-006;2.311463e+002;231.272917;0.623667;87.032980;5.010322
1;150;7.931464e-006;3.152636e+002;314.799825;0.629350;111.301498;7.921561
2;200;9.107072e-006;4.100111e+002;410.079155;0.620946;134.639712;8.374577
3;250;1.003264e-005;5.100715e+002;510.204685;0.695609;161.420193;10.019191
4;300;1.083424e-005;6.166496e+002;616.800280;0.713810;191.081378;6.855614
5;350;1.144303e-005;7.136049e+002;713.124448;0.565208;219.594701;6.903760
6;400;1.199585e-005;7.790317e+002;779.282473;0.732993;239.065157;11.335466
7;450;1.259581e-005;8.270134e+002;827.062167;0.622466;253.316676;7.103540
8;500;1.309202e-005;8.675675e+002;867.452728;0.621350;264.628003;6.423926
9;550;1.361378e-005;9.093866e+002;909.613483;0.760527;274.760392;7.248407
10;600;1.415843e-005;9.445914e+002;943.577947;0.747563;283.967843;6.501524
11;650;1.463787e-005;9.725618e+002;972.500853;0.730432;294.038605;7.069382
12;700;1.526258e-005;9.952079e+002;994.931963;0.741696;302.251691;8.098721
13;750;1.593865e-005;1.015058e+003;1015.787543;0.726973;308.176270;7.542805
14;800;1.673995e-005;1.034289e+003;1034.206622;0.714431;313.087967;7.338795
15;850;1.753723e-005;1.055221e+003;1055.249564;0.871630;318.522727;6.795234
16;900;1.841959e-005;1.088365e+003;1088.479753;0.814304;325.994205;7.736752
