Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;5.853008e-006;2.131529e+002;218.773643;0.552843;68.842632;2.804901
1;150;7.283609e-006;2.985424e+002;305.555441;0.444655;92.159331;2.899685
2;200;8.558645e-006;3.861013e+002;392.535530;0.494188;115.709014;2.833234
3;250;9.753088e-006;4.783304e+002;486.388331;0.591612;139.549131;2.871275
4;300;1.069409e-005;5.838881e+002;592.063899;0.619431;167.313440;2.661302
5;350;1.153924e-005;6.946693e+002;703.403478;0.570756;199.457512;2.829249
6;400;1.227739e-005;8.066625e+002;816.362799;0.566272;232.057417;2.866609
7;450;1.293176e-005;8.796136e+002;890.042676;0.659701;253.144694;3.061318
8;500;1.353472e-005;9.426882e+002;953.773067;0.637329;272.592458;2.251243
9;550;1.413489e-005;1.007469e+003;1017.978190;0.644034;289.590210;2.749576
10;600;1.471851e-005;1.026157e+003;1035.859705;2.282861;289.549573;3.921634
11;650;1.527842e-005;1.045901e+003;1056.579846;0.588203;296.166105;2.301858
12;700;1.604601e-005;1.073417e+003;1084.057811;0.638976;306.012152;3.209856
13;750;1.678424e-005;1.095360e+003;1106.896299;0.610462;312.031526;3.015462
14;800;1.755326e-005;1.127357e+003;1138.623922;0.590382;320.168536;2.610526
15;850;1.827667e-005;1.158325e+003;1169.764572;0.678793;329.815088;2.385804
16;900;1.919962e-005;1.175923e+003;1187.306253;0.693207;337.311527;2.120804
