Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.027648e-005;1.209599e+002;122.072891;0.294278;43.157260;1.217305
1;150;1.290678e-005;1.678183e+002;169.399992;0.286436;56.005771;1.326191
2;200;1.535116e-005;2.156469e+002;217.469721;0.332102;71.406477;1.183352
3;250;1.769976e-005;2.640341e+002;266.606017;0.302650;81.839492;1.269738
4;300;2.001497e-005;3.122314e+002;314.925752;0.323255;98.964823;1.305561
5;350;2.237667e-005;3.613239e+002;364.299768;0.323982;113.442492;1.233169
6;400;2.481454e-005;4.093778e+002;412.782885;0.346280;126.549328;1.371628
7;450;2.760687e-005;4.652314e+002;468.402091;0.358612;141.233260;1.182398
8;500;2.975615e-005;5.266373e+002;530.227819;0.377390;158.580845;1.055866
9;550;3.203236e-005;5.907366e+002;594.961530;0.314941;177.131471;1.421291
10;600;3.446865e-005;6.564004e+002;661.311804;0.345214;195.442385;1.381362
11;650;3.683666e-005;7.258796e+002;730.995895;0.406981;214.385471;1.313436
12;700;3.896926e-005;7.876971e+002;792.794185;0.377058;463.856065;1.288530
13;750;4.160188e-005;8.472793e+002;852.736719;0.342534;247.577327;1.253111
14;800;4.456073e-005;9.013459e+002;907.140627;0.355905;262.702178;1.279565
15;850;4.789801e-005;9.535743e+002;959.756336;0.377518;277.859601;1.306030
16;900;5.141541e-005;1.004307e+003;1010.886708;0.407749;293.135682;1.208100
