Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.326428e-005;1.083458e+002;107.782898;0.599851;45.614815;8.671971
1;150;1.739882e-005;1.511970e+002;151.356738;0.714490;68.335039;8.110766
2;200;2.106207e-005;1.937548e+002;193.869763;0.629079;76.841623;6.898219
3;250;2.447643e-005;2.376419e+002;237.735616;0.556475;86.656148;7.448314
4;300;2.782045e-005;2.792076e+002;278.798908;0.552683;95.522317;6.543707
5;350;3.112632e-005;3.209092e+002;321.406133;0.619550;107.615215;7.119691
6;400;3.452605e-005;3.708485e+002;371.056539;0.750729;122.061112;6.993412
7;450;3.811779e-005;4.190484e+002;419.154406;0.620682;133.469257;6.912243
8;500;4.171333e-005;4.682589e+002;468.694786;0.597530;144.773854;6.093407
9;550;4.530674e-005;5.226776e+002;522.538550;0.567231;160.401398;6.066119
10;600;4.892803e-005;5.722926e+002;572.701338;0.735137;173.255410;6.585057
11;650;5.242328e-005;6.212869e+002;621.165576;0.618756;187.826141;5.984788
12;700;5.598165e-005;6.646919e+002;665.159974;0.609755;198.684169;7.048677
13;750;6.077791e-005;7.101664e+002;709.806782;0.693867;211.400390;6.533951
14;800;6.553045e-005;7.510514e+002;751.623434;0.631211;222.554810;6.966857
15;850;7.152605e-005;7.930185e+002;793.579860;0.660380;234.576308;6.923043
16;900;7.748898e-005;8.350302e+002;835.231397;0.688782;244.209395;5.351767
