Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.018591e-006;2.362017e+002;236.635180;0.873648;77.448710;8.390108
1;150;7.658516e-006;3.249171e+002;325.731617;0.865936;101.288873;8.293594
2;200;9.080791e-006;4.125776e+002;414.697999;0.829406;122.563502;12.200162
3;250;1.049428e-005;4.979356e+002;499.856121;0.756472;145.094216;7.844277
4;300;1.174012e-005;5.757697e+002;580.281593;0.810621;163.639358;7.496697
5;350;1.296189e-005;6.570790e+002;662.065177;0.893846;183.879424;7.483848
6;400;1.408021e-005;7.399251e+002;746.249023;0.797274;203.928237;8.258631
7;450;1.523881e-005;8.257744e+002;831.809814;0.848069;225.065832;10.310396
8;500;1.644344e-005;9.068147e+002;910.841034;0.871327;245.291443;7.142231
9;550;1.738270e-005;1.009486e+003;1011.191751;1.166018;275.001366;6.828973
10;600;1.836570e-005;1.110640e+003;1111.113410;1.115846;300.421977;8.118280
11;650;1.912828e-005;1.219580e+003;1222.071230;1.075204;328.904536;7.861948
12;700;2.007168e-005;1.341694e+003;1348.575727;1.194005;359.387484;9.385174
13;750;2.085194e-005;1.416495e+003;1422.223461;1.027905;384.061296;8.744175
14;800;2.153615e-005;1.476610e+003;1478.821375;0.836722;401.166607;8.113815
15;850;2.241087e-005;1.520175e+003;1522.059174;1.099196;421.487718;6.683359
16;900;2.329741e-005;1.566697e+003;1566.525135;0.994322;438.195824;7.284414
