Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.034117e-005;1.812396e+002;177.191187;0.674379;82.360630;9.017212
1;150;1.333416e-005;2.448439e+002;237.110994;0.576245;100.324673;9.110845
2;200;1.590540e-005;3.032771e+002;293.369307;0.618757;121.715433;7.052330
3;250;1.825516e-005;3.634596e+002;351.486769;0.697582;140.826750;7.832787
4;300;2.056088e-005;4.185722e+002;404.635169;0.645092;161.112933;7.179248
5;350;2.267567e-005;4.759491e+002;460.861851;0.696103;179.270746;6.588383
6;400;2.487562e-005;5.308278e+002;513.417573;0.612986;198.291259;6.454393
7;450;2.697035e-005;5.841688e+002;566.114292;0.610981;214.510073;7.382038
8;500;2.942416e-005;6.349701e+002;615.066945;0.598313;230.795506;7.042079
9;550;3.156079e-005;6.863425e+002;663.957790;0.709580;249.848725;7.161742
10;600;3.368996e-005;7.414990e+002;717.822120;0.805099;266.783970;6.846318
11;650;3.604612e-005;7.951116e+002;771.318909;0.655210;284.427722;5.135105
12;700;3.850739e-005;8.562924e+002;831.092906;0.699265;304.072838;6.298131
13;750;4.071536e-005;9.212688e+002;894.986731;0.691311;322.632433;7.602566
14;800;4.342595e-005;9.869440e+002;958.577987;0.767627;344.326769;6.757180
15;850;4.598805e-005;1.050201e+003;1021.333228;0.749680;362.096014;6.542953
16;900;4.848896e-005;1.109411e+003;1079.411199;0.835903;381.304857;7.834099
