Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.637787e-005;1.504284e+002;157.622705;0.420200;53.541220;1.985623
1;150;2.029922e-005;1.968471e+002;204.228970;0.430158;62.050585;2.146146
2;200;2.410205e-005;2.431245e+002;250.726946;0.456139;74.946085;2.101135
3;250;2.772445e-005;2.919916e+002;299.957915;0.466686;87.732999;2.037819
4;300;3.126708e-005;3.369946e+002;345.537954;0.444357;100.418722;1.848134
5;350;3.491027e-005;3.873021e+002;396.695520;0.444609;114.144034;1.998103
6;400;3.839354e-005;4.375067e+002;446.573363;0.511001;127.849961;1.947786
7;450;4.229325e-005;4.961038e+002;505.900272;0.533828;144.305159;2.176274
8;500;4.632475e-005;5.537634e+002;563.702070;0.497371;159.159632;2.219339
9;550;5.036040e-005;6.145469e+002;625.074924;0.514496;176.370977;2.299338
10;600;5.448498e-005;6.649520e+002;675.613672;0.530114;190.150145;2.256512
11;650;5.871899e-005;7.217739e+002;732.570153;0.527148;206.288594;2.341470
12;700;6.404178e-005;7.700249e+002;781.574385;0.557506;219.952371;2.031810
13;750;7.013152e-005;8.152669e+002;826.764645;0.501801;232.367707;2.340976
14;800;7.755379e-005;8.769479e+002;888.895356;0.504243;249.039308;2.408414
15;850;8.724663e-005;9.223282e+002;934.815231;0.563444;263.040056;2.631806
16;900;9.642792e-005;9.823568e+002;994.870428;0.622477;278.282757;2.618603
