Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.587418e-006;2.469604e+002;249.966907;0.467468;80.132164;1.497775
1;150;3.234015e-006;3.326586e+002;336.322423;0.410014;110.318767;1.507198
2;200;3.866071e-006;4.166096e+002;421.122800;0.426336;139.868401;1.612471
3;250;4.405830e-006;5.047247e+002;509.431615;0.489777;170.247815;1.495510
4;300;4.811461e-006;5.827968e+002;588.687055;0.516192;197.997444;1.644393
5;350;5.332754e-006;6.685449e+002;674.558634;0.465096;227.166420;1.604074
6;400;5.800059e-006;7.479602e+002;754.307836;0.474238;255.352596;1.603852
7;450;6.286138e-006;8.366965e+002;843.527133;0.523011;283.586252;1.633302
8;500;6.760557e-006;9.203754e+002;928.236940;0.505598;312.024070;1.599012
9;550;7.226563e-006;1.010734e+003;1018.180572;0.533412;339.235874;1.648396
10;600;7.691065e-006;1.100226e+003;1108.454417;0.661526;369.104215;1.481235
11;650;8.137785e-006;1.189623e+003;1197.953324;0.565668;395.562236;1.394545
12;700;8.579898e-006;1.289417e+003;1298.194225;0.564328;425.911176;1.648292
13;750;9.093142e-006;1.380402e+003;1389.399973;0.668063;451.412046;1.512141
14;800;9.544003e-006;1.484864e+003;1494.530450;0.719306;482.783800;1.495407
15;850;1.004507e-005;1.580798e+003;1590.825396;0.740747;509.601290;1.662865
16;900;2.850802e-005;1.683836e+003;1694.347378;0.643082;540.492393;1.576068
