Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;8.083407e-006;1.541515e+002;154.612028;0.583170;73.505704;9.191894
1;150;1.013053e-005;2.131736e+002;213.171290;0.523716;92.105325;7.086845
2;200;1.209212e-005;2.704790e+002;270.261466;0.657985;111.479196;9.527186
3;250;1.370368e-005;3.247187e+002;324.854117;0.635149;128.992780;6.659166
4;300;1.537300e-005;3.783658e+002;378.581629;0.587756;146.266955;7.279637
5;350;1.688256e-005;4.321119e+002;432.283542;0.614917;165.217952;11.128062
6;400;1.849787e-005;4.841681e+002;483.865543;0.641410;181.132900;7.240994
7;450;2.005604e-005;5.358062e+002;535.796846;0.598141;200.626782;7.547401
8;500;2.169124e-005;5.894813e+002;589.736041;0.696061;215.581211;6.452306
9;550;2.310583e-005;6.434410e+002;644.069105;0.594225;235.155160;7.433182
10;600;2.482355e-005;6.989993e+002;698.894212;0.739682;251.407870;7.131914
11;650;2.629974e-005;7.575242e+002;757.333516;0.684819;271.918843;8.338917
12;700;2.793646e-005;8.197640e+002;819.912302;0.645091;290.892890;8.938088
13;750;2.943513e-005;8.809085e+002;880.963727;0.796696;308.296277;6.534186
14;800;3.094873e-005;9.497836e+002;949.248444;0.678779;333.071971;7.973050
15;850;3.282943e-005;1.014188e+003;1014.967852;0.816807;349.811156;7.728395
16;900;3.445828e-005;1.077485e+003;1077.077570;0.759891;365.187625;8.048549
