Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;8.370258e-006;1.924110e+002;192.253094;0.345442;73.884006;4.343924
1;150;1.057221e-005;2.726486e+002;272.556428;0.348308;95.519422;3.673999
2;200;1.244353e-005;3.526192e+002;352.714448;0.340816;117.124458;4.009077
3;250;1.413285e-005;4.398921e+002;440.093377;0.406855;139.547158;3.585336
4;300;1.560340e-005;5.352586e+002;535.281118;0.412690;166.421742;4.268080
5;350;1.676604e-005;6.268043e+002;626.914793;0.361258;193.390003;3.650149
6;400;1.769278e-005;6.946335e+002;694.453625;0.436507;211.540803;3.337253
7;450;1.857288e-005;7.437595e+002;743.551295;0.437453;227.850061;3.554506
8;500;1.950244e-005;7.858110e+002;785.919972;0.395927;239.170485;3.459830
9;550;2.058698e-005;8.183675e+002;818.492514;0.377429;248.720574;3.492876
10;600;2.157126e-005;8.505522e+002;850.083820;0.366389;257.551816;4.041287
11;650;2.254763e-005;8.787399e+002;878.686646;0.389072;266.680240;3.645696
12;700;2.361847e-005;9.077410e+002;908.074432;0.386207;275.053438;3.377595
13;750;2.474600e-005;9.342234e+002;934.177079;0.417774;282.852183;4.379656
14;800;2.597184e-005;9.609256e+002;960.868590;0.365520;290.548581;4.734119
15;850;2.771171e-005;9.854838e+002;985.487418;0.427615;297.622036;4.641172
16;900;2.948423e-005;1.010484e+003;1010.404021;0.443462;303.798484;3.612893
